ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,LATITUDE,LONGITUDE
T20230009577,2023-04-24,19:07:00,-37.579302,144.760188
T20230009576,2023-04-24,16:52:00,-37.568559,143.815713
T20230009538,2023-04-24,17:00:00,-37.862552,145.019495
T20230009498,2023-04-24,08:15:00,-37.627043,144.922128
T20230009532,2023-04-24,15:15:00,-37.247145,145.169655
T20230009540,2023-04-24,12:00:00,-37.944351,145.001255
T20230009541,2023-04-24,17:19:00,-37.77412,145.415956
T20230009542,2023-04-24,15:55:00,-37.652476,145.34625
T20230009546,2023-04-24,18:16:00,-37.842567,145.270462
T20230009547,2023-04-24,14:40:00,-37.026337,145.19841
T20230009550,2023-04-24,17:05:00,-37.830193,145.046576
T20230009552,2023-04-24,13:45:00,-38.155803,145.16744
T20230009554,2023-04-24,17:00:00,-37.670379,145.071231
T20230009555,2023-04-24,08:24:00,-37.830568,144.94569
T20230009557,2023-04-24,19:00:00,-37.728781,144.808102
T20230009558,2023-04-24,18:28:00,-38.074567,145.271729
T20230009560,2023-04-24,15:20:00,-38.111148,145.159308
T20230009562,2023-04-24,18:57:00,-37.852499,144.667282
T20230009566,2023-04-24,21:19:00,-36.758636,144.256016
T20230009570,2023-04-24,18:30:00,-37.84867,144.993845
T20230009571,2023-04-24,17:20:00,-37.768863,144.664334
T20230009814,2023-04-24,15:47:00,-38.185984,145.157382
T20230009505,2023-04-24,10:30:00,-37.810365,145.151766
T20230009509,2023-04-24,07:50:00,-37.248354,148.253972
T20230009572,2023-04-24,21:50:00,-37.733868,144.965291
T20230009573,2023-04-24,19:42:00,-37.8526,144.729989
T20230009573,2023-04-24,19:42:00,-37.8526,144.729989
T20230010469,2023-04-24,16:15:00,-37.561022,145.320099
T20230009521,2023-04-24,12:15:00,-37.383904,143.370803
T20230009527,2023-04-24,12:15:00,-36.140464,144.831672
T20230009513,2023-04-24,09:40:00,-37.737224,145.25131
T20230009511,2023-04-24,09:45:00,-37.924116,145.157655
T20230009510,2023-04-24,09:20:00,-38.196781,144.361823
T20230009701,2023-04-24,15:30:00,-37.352811,145.707015
T20230009629,2023-04-24,17:00:00,-37.812821,144.883432
T20230009735,2023-04-25,12:00:00,-37.621093,144.154596
T20230009647,2023-04-25,16:10:00,-37.845112,144.892295
T20230019227,2023-04-25,17:20:00,-37.701612,144.802011
T20230009620,2023-04-25,05:50:00,-38.299909,145.177915
T20230009646,2023-04-25,12:54:00,-38.366199,144.802657
T20230009592,2023-04-25,05:50:00,-37.563403,143.850754
T20230009643,2023-04-25,17:16:00,-36.458412,144.981936
T20230009881,2023-04-25,13:20:00,-37.910676,145.236404
T20230009610,2023-04-25,11:00:00,-37.843496,145.270282
T20230009604,2023-04-25,08:20:00,-38.203567,146.067668
T20230015047,2023-04-25,19:30:00,-37.757187,144.919206
T20230009641,2023-04-25,16:36:00,-37.959856,145.066618
T20230009598,2023-04-25,09:20:00,-38.220681,145.154842
T20230009595,2023-04-25,09:40:00,-37.746769,145.061585
T20230009639,2023-04-25,12:45:00,-38.027152,142.756439
T20230009597,2023-04-25,08:00:00,-38.442705,143.906081
T20230009678,2023-04-25,14:15:00,-37.73326,145.283127
T20230009678,2023-04-25,14:15:00,-37.73326,145.283127
T20230009601,2023-04-25,09:35:00,-37.685431,144.484748
T20230009601,2023-04-25,09:35:00,-37.685431,144.484748
T20240003231,2023-04-25,13:00:00,-37.894667,144.663656
T20230009775,2023-04-25,12:20:00,-37.765782,144.911943
T20230009634,2023-04-25,15:15:00,-37.734383,144.849991
T20230010210,2023-04-25,17:55:00,-38.019969,145.301257
T20230009668,2023-04-25,22:45:00,-36.371583,141.576496
T20230009586,2023-04-25,01:11:00,-37.998284,145.27507
T20230009632,2023-04-25,15:30:00,-37.75083,145.371315
T20230009627,2023-04-25,14:00:00,-38.026822,145.310343
T20230009989,2023-04-25,17:40:00,-37.765655,144.999399
T20230009660,2023-04-25,20:45:00,-37.754136,144.891278
T20230009588,2023-04-25,00:15:00,-37.836603,144.991787
T20230009626,2023-04-25,12:31:00,-38.029066,145.300891
T20230009609,2023-04-25,11:05:00,-37.910246,145.432972
T20230011575,2023-04-25,14:00:00,-37.79134,143.774796
T20230009659,2023-04-25,17:48:00,-37.640533,144.92779
T20230009625,2023-04-25,12:50:00,-37.904559,144.655502
T20230009657,2023-04-25,04:59:00,-38.00952,145.229654
T20230009654,2023-04-25,19:36:00,-37.769422,144.895957
T20230012749,2023-04-25,17:40:00,-36.76004,144.227707
T20230012749,2023-04-25,17:40:00,-36.76004,144.227707
T20230009653,2023-04-25,19:12:00,-37.695581,144.569867
T20230009652,2023-04-25,14:50:00,-37.559333,143.853664
T20230023598,2023-04-25,09:00:00,-38.112718,145.279618
T20230009612,2023-04-25,11:30:00,-37.751183,144.889997
T20230009651,2023-04-25,14:50:00,-38.077452,145.493388
T20230009650,2023-04-25,15:00:00,-38.160822,145.318712
T20230009649,2023-04-25,18:27:00,-38.080257,145.368243
T20230013142,2023-04-25,16:38:00,-37.789761,144.885955
T20230009648,2023-04-25,17:00:00,-36.445334,145.355139
T20230009716,2023-04-25,23:07:00,-38.082432,145.334053
T20230009623,2023-04-25,12:00:00,-37.80895,144.982549
T20230009750,2023-04-26,17:10:00,-37.83377,145.077507
T20230009878,2023-04-26,15:30:00,-38.068536,145.33654
T20230009747,2023-04-26,19:55:00,-37.80405,145.189254
T20230009846,2023-04-26,19:15:00,-37.772338,144.961224
T20230009746,2023-04-26,18:50:00,-34.291473,142.168556
T20230009705,2023-04-26,10:28:00,-37.821671,147.622308
T20230009727,2023-04-26,18:18:00,-36.735703,144.266885
T20230009682,2023-04-26,08:50:00,-37.923756,145.46273
T20230009681,2023-04-26,08:30:00,-37.640986,144.93139
T20230009680,2023-04-26,09:30:00,-37.826509,145.02015
T20230009677,2023-04-26,07:34:00,-37.98618,145.065714
T20230009676,2023-04-26,08:01:00,-37.746391,145.047027
T20230009674,2023-04-26,07:15:00,-37.886178,145.07578
T20230009672,2023-04-26,06:27:00,-38.07087,145.185919
T20230009669,2023-04-26,05:50:00,-37.770686,145.010296
T20230015579,2023-04-26,08:55:00,-37.85786,144.9831
T20230009725,2023-04-26,16:52:00,-37.846171,144.988769
T20230009666,2023-04-26,03:40:00,-37.562812,144.09266
T20230010176,2023-04-26,09:40:00,-38.563765,146.676775
T20230009732,2023-04-26,17:17:00,-37.942486,145.167187
T20230009759,2023-04-26,22:40:00,-37.654926,144.95329
T20230012262,2023-04-26,10:40:00,-36.217012,147.234293
T20230009712,2023-04-26,14:47:00,-37.064174,142.765048
T20230009798,2023-04-26,14:10:00,-35.34081,143.558588
T20230009713,2023-04-26,15:03:00,-37.855402,144.983119
T20230009751,2023-04-26,19:10:00,-38.666397,146.326196
T20230009696,2023-04-26,12:25:00,-37.726153,144.769357
T20230009738,2023-04-26,13:00:00,-37.810381,145.15191
T20230009697,2023-04-26,12:01:00,-37.827648,144.981445
T20230009734,2023-04-26,15:55:00,-38.499119,145.524251
T20230009664,2023-04-26,01:10:00,-37.872246,144.991463
T20230009733,2023-04-26,16:40:00,-38.2049,144.340528
T20230009722,2023-04-26,15:55:00,-38.104348,145.168443
T20230010204,2023-04-26,09:10:00,-38.058618,144.35824
T20230009745,2023-04-26,19:30:00,-37.80883,144.731912
T20230009744,2023-04-26,17:40:00,-38.324738,144.324046
T20230009685,2023-04-26,10:15:00,-37.815331,144.990367
T20230011611,2023-04-26,10:45:00,-37.833413,144.96076
T20230009686,2023-04-26,05:50:00,-37.787976,144.826928
T20230010363,2023-04-26,14:28:00,-37.560754,143.783891
T20230010363,2023-04-26,14:28:00,-37.560754,143.783891
T20230009754,2023-04-26,17:10:00,-37.714848,144.590483
T20230010563,2023-04-26,16:45:00,-37.711869,144.830542
T20230009758,2023-04-26,18:15:00,-37.809239,144.952365
T20230015148,2023-04-26,11:16:00,-37.434651,144.546876
T20230010444,2023-04-26,16:15:00,-37.68618,145.063461
T20230021246,2023-04-26,10:45:00,-38.162207,144.368144
T20230012883,2023-04-26,08:20:00,-38.041177,145.333646
T20230009892,2023-04-26,15:15:00,-37.856898,145.232649
T20230010005,2023-04-26,20:30:00,-38.300644,146.358651
T20230009688,2023-04-26,08:37:00,-37.809812,145.056022
T20230009737,2023-04-26,16:56:00,-37.979182,146.372022
T20230009752,2023-04-26,00:10:00,-37.899359,145.002723
T20230009810,2023-04-27,10:11:00,-37.727771,144.820611
T20230009816,2023-04-27,15:55:00,-37.848427,145.053425
T20230009818,2023-04-27,10:40:00,-37.913489,145.023757
T20230009820,2023-04-27,07:50:00,-37.892834,145.088251
T20230009822,2023-04-27,16:25:00,-37.626799,145.143991
T20230009822,2023-04-27,16:25:00,-37.626799,145.143991
T20230009824,2023-04-27,18:15:00,-37.769377,145.043261
T20230009828,2023-04-27,15:05:00,-37.709696,144.402716
T20230009829,2023-04-27,17:05:00,-37.900066,145.088605
T20230011704,2023-04-27,18:30:00,-37.764561,144.905841
T20230009830,2023-04-27,15:38:00,-37.781611,145.257265
T20230009833,2023-04-27,18:38:00,-37.930041,145.166579
T20230009835,2023-04-27,17:00:00,-38.020785,145.30801
T20230009836,2023-04-27,19:20:00,-38.101362,145.187789
T20230009837,2023-04-27,17:30:00,-38.232873,145.040378
T20230009839,2023-04-27,18:28:00,-38.111557,145.148326
T20230009840,2023-04-27,19:39:00,-37.957676,145.225797
T20230009859,2023-04-27,09:00:00,-36.773247,144.305216
T20230009862,2023-04-27,15:30:00,-37.851503,145.239887
T20230009876,2023-04-27,15:39:00,-38.235637,146.394399
T20230009879,2023-04-27,08:40:00,-37.672445,145.510618
T20230009850,2023-04-27,18:00:00,-37.594642,144.942631
T20230010156,2023-04-27,13:30:00,-37.641974,145.010477
T20230009844,2023-04-27,16:25:00,-37.645616,145.030535
T20230010804,2023-04-27,12:15:00,-37.689097,144.88166
T20230010083,2023-04-27,12:52:00,-37.86334,144.985418
T20230009848,2023-04-27,15:15:00,-36.705448,144.318539
T20230009763,2023-04-27,06:31:00,-37.798478,145.142606
T20230020202,2023-04-27,14:30:00,-37.878127,145.047635
T20230010430,2023-04-27,22:45:00,-37.672444,145.047323
T20230009769,2023-04-27,08:50:00,-38.061089,145.44407
T20230009769,2023-04-27,08:50:00,-38.061089,145.44407
T20230009773,2023-04-27,08:15:00,-36.53776,142.631822
T20230010046,2023-04-27,07:30:00,-37.720254,144.646453
T20230012091,2023-04-27,11:00:00,-37.779065,144.987487
T20230009849,2023-04-27,18:54:00,-37.7378,145.002283
T20230010079,2023-04-27,08:31:00,-36.806145,144.354341
T20230012067,2023-04-27,21:20:00,-37.933105,145.155714
T20230015181,2023-04-27,12:00:00,-38.141091,145.87077
T20230009795,2023-04-27,12:11:00,-37.810233,144.99738
T20230009790,2023-04-27,12:37:00,-37.814369,144.966568
T20230009789,2023-04-27,10:00:00,-37.832844,147.908146
T20230009787,2023-04-27,12:12:00,-37.818466,147.814784
T20230009797,2023-04-27,08:37:00,-37.974911,145.147684
T20230009806,2023-04-27,12:05:00,-36.086652,147.976834
T20230009782,2023-04-27,09:45:00,-38.012344,145.196281
T20230009809,2023-04-27,15:05:00,-36.375845,145.414144
T20230009851,2023-04-27,18:30:00,-37.79242,144.969871
T20230010908,2023-04-28,16:30:00,-37.768008,144.931148
T20230011912,2023-04-28,17:33:00,-37.448391,144.981451
T20230009874,2023-04-28,10:21:00,-37.559666,143.838927
T20230009888,2023-04-28,07:50:00,-37.628724,144.882616
T20230009890,2023-04-28,12:00:00,-38.197265,146.523567
T20230009875,2023-04-28,11:05:00,-37.965411,145.055696
T20230010432,2023-04-28,14:45:00,-37.936304,145.061148
T20230009891,2023-04-28,13:00:00,-37.72733,145.020119
T20230009965,2023-04-28,13:40:00,-37.810474,145.227716
T20230011993,2023-04-28,15:50:00,-37.884704,145.127355
T20230009894,2023-04-28,12:00:00,-37.091496,145.472642
T20230010319,2023-04-28,14:00:00,-36.794551,144.242886
T20230009897,2023-04-28,07:10:00,-37.861817,145.414805
T20230012081,2023-04-28,12:30:00,-37.642797,144.946733
T20230009899,2023-04-28,10:20:00,-37.767846,144.953529
T20230010022,2023-04-28,18:15:00,-37.649683,145.356586
T20230012819,2023-04-28,20:35:00,-38.071444,145.311195
T20230009900,2023-04-28,11:20:00,-37.808163,144.951686
T20230009934,2023-04-28,20:00:00,-38.238575,145.189242
T20230009934,2023-04-28,20:00:00,-38.238575,145.189242
T20230009907,2023-04-28,16:53:00,-37.540788,143.836637
T20230009933,2023-04-28,19:09:00,-37.016355,145.151683
T20230009908,2023-04-28,17:00:00,-38.382501,142.481492
T20230010447,2023-04-28,18:40:00,-38.294305,145.029416
T20230011020,2023-04-28,08:13:00,-37.031079,145.099831
T20230009995,2023-04-28,18:40:00,-37.786355,144.791036
T20230009922,2023-04-28,18:15:00,-37.982439,145.146165
T20230009925,2023-04-28,19:00:00,-38.095237,144.350536
T20230009902,2023-04-28,15:30:00,-37.899467,145.214657
T20230009928,2023-04-28,19:08:00,-38.182743,144.437632
T20230009929,2023-04-28,20:05:00,-36.379467,146.326604
T20230009956,2023-04-28,23:04:00,-38.096493,145.293097
T20230009968,2023-04-28,18:30:00,-36.715518,145.348585
T20230016044,2023-04-28,15:30:00,-38.271349,145.034376
T20230009935,2023-04-28,17:33:00,-37.791547,145.094574
T20230009936,2023-04-28,20:35:00,-37.735956,144.982907
T20230009937,2023-04-28,15:03:00,-38.101071,145.285249
T20230009941,2023-04-28,21:10:00,-37.769459,145.23038
T20230009943,2023-04-28,19:00:00,-37.768796,144.888206
T20230009948,2023-04-28,21:00:00,-37.760675,144.814653
T20230022536,2023-04-28,02:45:00,-37.830147,144.846869
T20230014979,2023-04-28,18:30:00,-37.77036,144.886456
T20230010338,2023-04-28,17:00:00,-37.773933,144.958268
T20230009861,2023-04-28,06:15:00,-37.828187,144.959168
T20230009970,2023-04-28,13:10:00,-37.597875,145.098861
T20230010768,2023-04-28,18:30:00,-37.834682,145.172747
T20230009930,2023-04-28,15:16:00,-37.767049,144.962126
T20230009932,2023-04-28,18:45:00,-37.885835,145.383569
T20230013175,2023-04-28,18:00:00,-37.79939,144.988444
T20230009863,2023-04-28,09:00:00,-36.759397,144.292443
T20230009864,2023-04-28,07:40:00,-38.385517,142.236711
T20230010025,2023-04-29,18:52:00,-37.722409,145.341649
T20230009987,2023-04-29,08:45:00,-37.683915,144.913748
T20230012268,2023-04-29,10:11:00,-37.832499,145.058069
T20230010026,2023-04-29,22:08:00,-37.713045,144.600593
T20230009986,2023-04-29,12:56:00,-37.710323,144.693493
T20230010004,2023-04-29,18:01:00,-34.245595,142.162056
T20230016272,2023-04-29,12:30:00,-37.600636,145.095735
T20230010064,2023-04-29,21:45:00,-37.826684,145.007059
T20230011781,2023-04-29,14:16:00,-37.811616,144.950702
T20230010137,2023-04-29,09:30:00,-38.192123,146.253388
T20230009994,2023-04-29,13:50:00,-35.893765,145.586747
T20230009973,2023-04-29,07:10:00,-37.817232,145.058199
T20230010052,2023-04-29,13:00:00,-37.985529,145.199795
T20230018371,2023-04-29,12:00:00,-37.608953,144.443793
T20230009967,2023-04-29,06:50:00,-37.698456,145.125275
T20230012502,2023-04-29,05:50:00,-37.895797,145.25506
T20230010014,2023-04-29,19:10:00,-38.084187,145.292249
T20230010015,2023-04-29,16:23:00,-38.146335,145.122381
T20230010021,2023-04-29,22:30:00,-37.817805,144.966228
T20230010021,2023-04-29,22:30:00,-37.817805,144.966228
T20230010183,2023-04-29,12:29:00,-37.849573,144.66894
T20230010552,2023-04-29,10:30:00,-37.825897,144.962072
T20230010008,2023-04-29,13:25:00,-37.932256,144.993424
T20230014772,2023-04-29,13:30:00,-37.690471,141.243214
T20230009960,2023-04-29,02:30:00,-37.745616,144.926337
T20230009958,2023-04-29,02:20:00,-37.742956,145.079974
T20230010787,2023-04-29,16:30:00,-37.667228,144.955101
T20230010450,2023-04-29,18:30:00,-37.82441,144.987635
T20230010531,2023-04-29,18:39:00,-37.87047,144.765393
T20230010039,2023-04-29,16:45:00,-35.921001,145.64923
T20230009954,2023-04-29,00:30:00,-38.323289,144.987637
T20230009977,2023-04-29,09:20:00,-37.708832,145.096173
T20230010788,2023-04-29,16:00:00,-37.767212,145.008272
T20230010429,2023-04-29,15:45:00,-37.690605,143.678315
T20230011349,2023-04-29,22:45:00,-37.84823,145.003167
T20230010010,2023-04-29,18:45:00,-37.974911,145.147684
T20230009991,2023-04-29,14:00:00,-37.944736,145.080239
T20230010331,2023-04-29,14:40:00,-37.758679,144.938125
T20230010012,2023-04-29,18:27:00,-37.831655,144.942191
T20230010203,2023-04-30,18:39:00,-37.824996,144.96121
T20230010066,2023-04-30,09:59:00,-37.421648,144.115493
T20230010709,2023-04-30,08:45:00,-37.675867,145.000646
T20230010388,2023-04-30,11:30:00,-37.963518,145.056244
T20230010400,2023-04-30,16:38:00,-37.839083,144.986371
T20230011174,2023-04-30,21:30:00,-37.908323,144.725276
T20230011420,2023-04-30,14:30:00,-38.160238,146.498467
T20230010619,2023-04-30,13:00:00,-36.520595,145.585534
T20230010504,2023-04-30,15:15:00,-38.030062,145.345233
T20230010029,2023-04-30,01:33:00,-38.118684,144.33167
T20230010032,2023-04-30,04:42:00,-37.915875,145.018096
T20230010145,2023-04-30,15:20:00,-38.060913,144.341215
T20230010069,2023-04-30,15:00:00,-38.326341,146.573477
T20230010148,2023-04-30,20:03:00,-38.121807,145.230581
T20230010070,2023-04-30,15:15:00,-38.102798,145.264865
T20230010074,2023-04-30,13:40:00,-37.671205,141.942649
T20230010076,2023-04-30,15:40:00,-37.642915,144.991563
T20230010076,2023-04-30,15:40:00,-37.642915,144.991563
T20230010080,2023-04-30,10:00:00,-37.351444,145.10624
T20230012537,2023-04-30,18:35:00,-37.887641,145.079259
T20230010084,2023-04-30,17:10:00,-38.356282,142.525673
T20230010086,2023-04-30,12:15:00,-37.065736,144.217775
T20230010087,2023-04-30,14:00:00,-38.205346,145.090635
T20230010088,2023-04-30,18:15:00,-37.740992,145.036748
T20230010094,2023-04-30,16:39:00,-37.708563,144.883977
T20230010095,2023-04-30,13:50:00,-37.694642,145.127543
T20230010103,2023-04-30,21:35:00,-38.207825,144.317525
T20230010111,2023-04-30,23:10:00,-37.87592,144.727531
T20230010033,2023-04-30,01:25:00,-37.841644,145.013584
T20230010034,2023-04-30,04:46:00,-37.751529,144.925347
T20230010038,2023-04-30,06:10:00,-38.154127,145.162349
T20230010042,2023-04-30,08:35:00,-37.973419,145.465078
T20230010045,2023-04-30,10:20:00,-37.817946,144.964866
T20230010047,2023-04-30,09:22:00,-38.07273,145.392242
T20230010048,2023-04-30,11:00:00,-37.632523,144.993883
T20230010049,2023-04-30,09:50:00,-38.046638,146.946791
T20230010051,2023-04-30,12:50:00,-37.662329,145.054469
T20230010055,2023-04-30,13:11:00,-38.020387,145.293067
T20230010057,2023-04-30,12:45:00,-36.048661,146.63578
T20230010059,2023-04-30,12:35:00,-38.155208,144.323651
T20230010060,2023-04-30,13:35:00,-37.697834,145.058818
T20230010061,2023-04-30,13:20:00,-37.761549,144.861722
T20230010062,2023-04-30,13:45:00,-34.209703,142.152772
T20230010063,2023-04-30,11:15:00,-36.772029,144.412601
T20230010248,2023-04-30,07:30:00,-37.876725,145.219517
T20230010065,2023-04-30,11:40:00,-37.747467,144.826957
T20230010898,2023-04-30,15:30:00,-37.829624,145.012946
T20230011489,2023-04-30,12:13:00,-37.854714,145.113957
T20230011334,2023-04-30,10:45:00,-38.112028,146.531076
T20230010150,2023-05-01,14:02:00,-37.283662,142.925848
T20230010153,2023-05-01,12:03:00,-36.372475,145.222864
T20230011995,2023-05-01,09:15:00,-36.386673,145.425939
T20230010157,2023-05-01,10:28:00,-37.786522,144.735791
T20230010186,2023-05-01,22:54:00,-38.082109,145.276484
T20230010174,2023-05-01,17:58:00,-37.84546,144.660572
T20230011979,2023-05-01,14:34:00,-37.589027,143.84105
T20230010158,2023-05-01,16:00:00,-36.752227,144.279897
T20230010256,2023-05-01,12:00:00,-37.78917,145.31037
T20230010119,2023-05-01,01:10:00,-37.652767,145.0054
T20230010166,2023-05-01,16:15:00,-37.922184,145.302111
T20230010865,2023-05-01,07:45:00,-38.108917,145.248941
T20230010121,2023-05-01,09:21:00,-37.978053,145.240724
T20230010202,2023-05-01,13:00:00,-37.761656,145.083597
T20230010340,2023-05-01,15:50:00,-37.527842,143.84859
T20230010136,2023-05-01,07:00:00,-37.727565,144.939161
T20230010191,2023-05-01,20:45:00,-37.736108,144.78039
T20230010193,2023-05-01,17:55:00,-37.74164,145.042817
T20230011598,2023-05-01,17:45:00,-38.100576,145.249138
T20230010133,2023-05-01,11:55:00,-37.978655,145.250605
T20230013371,2023-05-01,13:30:00,-37.982812,145.211878
T20230010132,2023-05-01,10:03:00,-37.774023,144.959
T20230010147,2023-05-01,13:53:00,-36.973044,142.613433
T20230010115,2023-05-01,08:50:00,-37.611749,145.008979
T20230010270,2023-05-01,06:20:00,-37.639442,145.132265
T20230010270,2023-05-01,06:20:00,-37.639442,145.132265
T20230010171,2023-05-01,17:41:00,-37.789293,145.094739
T20230010185,2023-05-01,23:00:00,-37.824903,144.957603
T20230010122,2023-05-01,09:15:00,-37.587203,144.941439
T20230010187,2023-05-01,21:20:00,-37.95073,142.52062
T20230010786,2023-05-01,07:55:00,-37.684639,144.674788
T20230010116,2023-05-01,09:05:00,-37.714588,145.165543
T20230010178,2023-05-01,20:27:00,-37.766078,144.763122
T20230010179,2023-05-01,17:02:00,-36.372361,145.067722
T20230010124,2023-05-01,11:15:00,-38.238551,146.397486
T20230010142,2023-05-01,10:15:00,-38.040756,145.266132
T20230012710,2023-05-01,15:45:00,-37.592271,144.939809
T20230010140,2023-05-01,06:50:00,-36.36659,146.371923
T20230010457,2023-05-01,19:45:00,-37.891746,145.257741
T20230010631,2023-05-01,12:15:00,-37.809476,145.343605
T20230011098,2023-05-02,08:30:00,-38.055611,145.339039
T20230010232,2023-05-02,10:37:00,-37.802379,144.930152
T20230010289,2023-05-02,17:39:00,-37.841534,144.703631
T20230010234,2023-05-02,13:02:00,-37.952313,144.353336
T20230010294,2023-05-02,16:55:00,-38.159914,145.318567
T20230010286,2023-05-02,15:30:00,-37.693605,145.112506
T20230010285,2023-05-02,16:25:00,-37.813499,144.638425
T20230010279,2023-05-02,17:43:00,-37.600332,142.556297
T20230010283,2023-05-02,19:42:00,-37.941549,145.210214
T20230010282,2023-05-02,18:41:00,-37.698916,144.990113
T20240002923,2023-05-02,18:00:00,-37.88134,144.977659
T20230030758,2023-05-02,17:45:00,-37.928864,145.030281
T20230010275,2023-05-02,15:55:00,-37.886031,145.014919
T20230010273,2023-05-02,16:40:00,-38.245116,146.424771
T20230010281,2023-05-02,18:24:00,-37.703377,145.161773
T20230010272,2023-05-02,16:45:00,-38.4693,143.582947
T20230010269,2023-05-02,18:20:00,-37.887482,145.151492
T20230010268,2023-05-02,16:30:00,-38.138281,146.295294
T20230010264,2023-05-02,15:05:00,-38.066252,145.336992
T20230010263,2023-05-02,06:26:00,-37.498163,143.973876
T20230010262,2023-05-02,14:45:00,-36.38494,145.35497
T20230010261,2023-05-02,13:50:00,-36.195411,142.746209
T20230010260,2023-05-02,16:25:00,-36.146201,146.925401
T20230010290,2023-05-02,19:30:00,-38.209609,145.923613
T20230010854,2023-05-02,19:00:00,-37.893871,144.680752
T20230010436,2023-05-02,16:00:00,-38.067081,145.241638
T20230010417,2023-05-02,15:00:00,-37.562965,143.847048
T20230010235,2023-05-02,09:05:00,-38.350552,141.605642
T20230010520,2023-05-02,14:15:00,-38.084541,145.758416
T20230010507,2023-05-02,20:43:00,-38.234514,145.050566
T20230010274,2023-05-02,17:00:00,-37.818744,145.083868
T20230011365,2023-05-02,16:30:00,-36.523128,144.344206
T20230010291,2023-05-02,17:50:00,-37.785191,145.283647
T20230022040,2023-05-02,15:30:00,-38.062449,145.458024
T20230010351,2023-05-02,22:21:00,-37.749474,144.90922
T20230010352,2023-05-02,18:45:00,-37.772704,144.926906
T20230010197,2023-05-02,01:00:00,-36.463539,145.38886
T20230010216,2023-05-02,11:15:00,-37.873198,145.247831
T20230010243,2023-05-02,08:05:00,-37.901525,147.677629
T20230010297,2023-05-02,18:00:00,-37.585599,144.760138
T20230010218,2023-05-02,08:50:00,-38.259246,145.900648
T20230013555,2023-05-02,18:15:00,-35.643113,144.131408
T20230010224,2023-05-02,11:11:00,-37.816452,144.945587
T20230010225,2023-05-02,09:45:00,-37.648002,144.990187
T20230010227,2023-05-02,11:00:00,-37.62177,145.016063
T20230010227,2023-05-02,11:00:00,-37.62177,145.016063
T20230010335,2023-05-03,10:00:00,-38.293525,143.819654
T20230010390,2023-05-03,21:05:00,-37.779389,144.850803
T20230010498,2023-05-03,12:30:00,-38.481769,142.964828
T20230010500,2023-05-03,06:00:00,-37.852724,144.731271
T20230010500,2023-05-03,06:00:00,-37.852724,144.731271
T20230010389,2023-05-03,20:10:00,-37.775403,145.023953
T20230010313,2023-05-03,09:50:00,-37.827467,144.971422
T20230010910,2023-05-03,12:47:00,-37.750959,144.925268
T20230011090,2023-05-03,08:00:00,-37.809817,145.177322
T20230011050,2023-05-03,05:50:00,-37.982098,145.184272
T20230010384,2023-05-03,19:23:00,-37.839925,144.795507
T20230010464,2023-05-03,18:00:00,-37.944971,145.206103
T20230010543,2023-05-03,15:20:00,-37.848581,145.006886
T20230010383,2023-05-03,17:00:00,-37.704488,144.960365
T20230010404,2023-05-03,06:45:00,-37.896125,144.716862
T20230010404,2023-05-03,06:45:00,-37.896125,144.716862
T20230010392,2023-05-03,17:49:00,-38.383161,142.167032
T20230010906,2023-05-03,18:00:00,-36.669414,144.260309
T20230010323,2023-05-03,11:20:00,-34.214593,142.166559
T20230010361,2023-05-03,15:17:00,-38.105878,146.907258
T20230010333,2023-05-03,11:25:00,-38.047648,145.264727
T20230010325,2023-05-03,10:30:00,-37.7944,145.281559
T20230028074,2023-05-03,21:50:00,-38.218877,144.288127
T20230010321,2023-05-03,10:10:00,-37.848497,145.275101
T20230011121,2023-05-03,17:30:00,-37.925026,145.285436
T20230010324,2023-05-03,06:00:00,-37.910032,144.677819
T20230010318,2023-05-03,10:46:00,-37.6603,144.897266
T20230010344,2023-05-03,10:26:00,-38.20695,144.505402
T20230010311,2023-05-03,08:33:00,-37.735874,144.9821
T20230010364,2023-05-03,15:20:00,-37.654546,145.440884
T20230010366,2023-05-03,17:09:00,-38.247383,145.10511
T20230010368,2023-05-03,18:20:00,-36.126762,146.865045
T20230010372,2023-05-03,14:00:00,-37.923603,145.064292
T20230010373,2023-05-03,18:10:00,-37.9633,145.056087
T20230010374,2023-05-03,19:20:00,-37.818942,144.954595
T20230010378,2023-05-03,19:05:00,-37.733195,145.137862
T20230010483,2023-05-03,08:15:00,-37.649011,144.99915
T20230010395,2023-05-03,18:54:00,-37.903236,144.652181
T20230010304,2023-05-03,06:45:00,-34.201707,142.165157
T20230010337,2023-05-03,09:35:00,-37.855419,143.517343
T20230010741,2023-05-03,14:50:00,-37.8048,145.245192
T20230010635,2023-05-03,18:33:00,-37.800792,144.967382
T20230010454,2023-05-03,16:50:00,-37.88425,144.997695
T20230010317,2023-05-03,10:45:00,-35.915361,145.654511
T20230010458,2023-05-03,08:30:00,-38.081036,145.201424
T20230011094,2023-05-03,13:55:00,-37.695952,144.774401
T20230010357,2023-05-03,14:15:00,-36.428128,143.258495
T20230010502,2023-05-03,15:30:00,-37.886604,145.157921
T20230011263,2023-05-03,09:30:00,-36.734795,145.715816
T20230010382,2023-05-03,15:44:00,-37.961178,145.36114
T20230010403,2023-05-03,12:00:00,-38.057379,145.262339
T20230010347,2023-05-03,10:00:00,-38.109473,144.33178
T20230011432,2023-05-03,10:30:00,-37.696049,144.774834
