ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,LATITUDE,LONGITUDE
T20230016380,2023-07-14,20:20:00,-38.049085,145.114897
T20230016393,2023-07-14,22:50:00,-37.814651,144.95404
T20230016358,2023-07-14,08:30:00,-36.713581,144.253824
T20230016338,2023-07-14,07:10:00,-37.633992,144.993626
T20230017684,2023-07-14,09:10:00,-37.728245,144.92547
T20230016580,2023-07-14,08:55:00,-37.755328,144.92061
T20230017493,2023-07-14,08:40:00,-37.72839,144.792975
T20230016657,2023-07-14,11:34:00,-38.02355,145.30763
T20230018709,2023-07-14,10:50:00,-38.079918,147.184083
T20230016356,2023-07-14,14:45:00,-35.253473,143.416981
T20230018153,2023-07-14,08:30:00,-37.151471,142.853699
T20230016490,2023-07-14,09:14:00,-37.732869,145.137026
T20230016385,2023-07-14,19:10:00,-37.821185,144.890372
T20230016389,2023-07-14,21:45:00,-37.718621,145.007321
T20230016707,2023-07-14,15:40:00,-38.312835,146.191183
T20230016696,2023-07-14,17:40:00,-37.829601,144.919207
T20230016390,2023-07-14,20:24:00,-37.752596,144.777803
T20230016437,2023-07-14,21:05:00,-38.297707,146.451814
T20230016357,2023-07-14,14:30:00,-37.583226,144.740239
T20230018349,2023-07-14,08:00:00,-37.710042,144.770856
T20230016359,2023-07-14,06:55:00,-37.862243,144.747946
T20230016341,2023-07-14,12:06:00,-37.779956,144.962836
T20230016660,2023-07-14,17:00:00,-38.144416,145.893566
T20230016343,2023-07-14,14:08:00,-37.869137,145.11147
T20230016345,2023-07-14,13:14:00,-35.062198,143.146171
T20230016360,2023-07-14,15:05:00,-37.803708,144.955525
T20230016987,2023-07-14,19:10:00,-37.859809,144.977314
T20230016361,2023-07-14,17:57:00,-37.800533,145.396797
T20230016365,2023-07-14,13:38:00,-37.715435,144.682817
T20230016368,2023-07-14,15:30:00,-37.934032,145.171815
T20230016373,2023-07-14,19:00:00,-37.947579,145.172827
T20230016375,2023-07-14,15:40:00,-38.024382,145.316634
T20230016619,2023-07-14,19:00:00,-38.102632,145.391989
T20230016376,2023-07-14,15:05:00,-38.088173,145.181755
T20230016377,2023-07-14,19:05:00,-37.908147,145.307337
T20230016377,2023-07-14,19:05:00,-37.908147,145.307337
T20230016347,2023-07-14,08:00:00,-36.955927,144.236059
T20230016327,2023-07-14,06:30:00,-37.954393,145.070927
T20230018158,2023-07-14,17:15:00,-37.736729,144.956455
T20230016790,2023-07-14,19:00:00,-38.179786,146.251129
T20230016549,2023-07-14,10:48:00,-37.920734,145.020336
T20230016351,2023-07-14,12:00:00,-37.622409,144.717591
T20230016351,2023-07-14,12:00:00,-37.622409,144.717591
T20230016352,2023-07-14,16:10:00,-36.764191,144.248056
T20230016332,2023-07-14,06:57:00,-37.992736,145.106773
T20230016654,2023-07-14,11:20:00,-37.897207,145.107811
T20230016307,2023-07-14,08:44:00,-37.809538,144.975651
T20230016306,2023-07-14,06:45:00,-37.815992,144.955547
T20230016354,2023-07-14,17:05:00,-37.612964,144.330243
T20230016586,2023-07-14,18:46:00,-37.621701,144.932425
T20230016302,2023-07-14,02:45:00,-37.810317,144.961359
T20230016302,2023-07-14,02:45:00,-37.810317,144.961359
T20230016298,2023-07-14,02:46:00,-37.758668,144.944861
T20230016636,2023-07-14,22:30:00,-37.881172,145.049553
T20230016293,2023-07-14,00:04:00,-37.69147,144.976833
T20230016454,2023-07-15,16:33:00,-36.216924,147.177326
T20230016453,2023-07-15,14:10:00,-38.167761,144.350452
T20230016449,2023-07-15,11:30:00,-37.841732,144.985833
T20230017062,2023-07-15,13:00:00,-37.718347,145.15959
T20230016853,2023-07-15,14:30:00,-35.795046,144.232049
T20230016841,2023-07-15,10:30:00,-36.854964,143.262197
T20230016443,2023-07-15,16:36:00,-37.824247,145.122665
T20230016455,2023-07-15,17:55:00,-37.746601,145.016948
T20230016475,2023-07-15,17:30:00,-38.311327,145.77821
T20230016474,2023-07-15,20:10:00,-38.028348,145.322016
T20230016993,2023-07-15,11:30:00,-37.692086,144.74435
T20230016472,2023-07-15,18:14:00,-37.828903,144.816371
T20230017893,2023-07-15,17:00:00,-38.089428,144.335663
T20230017138,2023-07-15,14:00:00,-37.443077,145.319638
T20230016471,2023-07-15,20:17:00,-37.849624,145.106936
T20230016470,2023-07-15,18:35:00,-38.335136,142.351369
T20230016468,2023-07-15,21:04:00,-37.827903,145.015713
T20230016476,2023-07-15,21:32:00,-36.758367,144.268133
T20230016466,2023-07-15,19:00:00,-37.877338,144.998906
T20230022538,2023-07-15,23:15:00,-37.861885,145.000845
T20230016463,2023-07-15,17:45:00,-37.708508,145.076264
T20230016396,2023-07-15,01:41:00,-37.812282,144.962257
T20230016408,2023-07-15,04:47:00,-38.060101,145.409052
T20230016412,2023-07-15,09:50:00,-37.697947,145.058795
T20230016462,2023-07-15,18:10:00,-37.965787,145.233389
T20230016419,2023-07-15,11:25:00,-37.79226,144.96839
T20230018837,2023-07-15,16:28:00,-37.77493,144.923521
T20230016423,2023-07-15,12:35:00,-37.872498,145.150876
T20240003793,2023-07-15,14:15:00,-36.759626,144.31743
T20230017820,2023-07-15,14:00:00,-37.358271,145.565451
T20230016435,2023-07-15,12:36:00,-38.336914,147.242402
T20230016429,2023-07-15,13:00:00,-36.736315,144.254326
T20230016460,2023-07-15,19:30:00,-38.46054,145.788833
T20230016438,2023-07-15,13:20:00,-37.898928,144.604725
T20230016457,2023-07-15,11:30:00,-37.960642,145.137784
T20230016442,2023-07-15,15:00:00,-37.770957,144.956353
T20230016478,2023-07-15,20:52:00,-37.778506,144.842584
T20230021899,2023-07-15,19:00:00,-37.677372,144.532612
T20230016446,2023-07-15,16:55:00,-38.200875,144.356703
T20230016448,2023-07-15,15:16:00,-37.848881,145.082412
T20230016451,2023-07-15,16:25:00,-37.890906,145.153684
T20230016751,2023-07-15,20:30:00,-37.700199,144.924153
T20230016498,2023-07-15,11:30:00,-37.975612,145.017077
T20230016557,2023-07-16,22:01:00,-37.940643,145.118936
T20230017122,2023-07-16,11:05:00,-37.825121,145.049474
T20230017309,2023-07-16,19:00:00,-37.741024,145.009789
T20230016553,2023-07-16,21:30:00,-36.742957,145.182628
T20230017171,2023-07-16,13:00:00,-37.68655,144.926757
T20230016509,2023-07-16,12:34:00,-37.210754,145.841999
T20230016594,2023-07-16,18:30:00,-37.822253,144.989242
T20230016568,2023-07-16,16:30:00,-36.14053,144.758793
T20230016535,2023-07-16,13:55:00,-38.02787,145.319888
T20230016517,2023-07-16,14:45:00,-38.220731,144.337725
T20230016883,2023-07-16,21:00:00,-36.260654,144.085534
T20230017572,2023-07-16,14:15:00,-37.709459,144.891963
T20230016505,2023-07-16,11:56:00,-37.836125,145.183334
T20230016537,2023-07-16,18:00:00,-37.903718,145.329238
T20230016544,2023-07-16,19:26:00,-37.778747,144.97831
T20230016546,2023-07-16,19:00:00,-37.744295,145.232866
T20230016503,2023-07-16,08:00:00,-37.687066,145.067692
T20230016514,2023-07-16,11:40:00,-37.633285,145.583484
T20230016555,2023-07-16,15:30:00,-37.536732,144.914799
T20230016520,2023-07-16,14:17:00,-36.160911,144.795601
T20230016554,2023-07-16,21:10:00,-38.112563,144.343058
T20230017112,2023-07-16,12:10:00,-38.254545,144.551894
T20230016984,2023-07-16,18:40:00,-37.779109,144.987449
T20230016524,2023-07-16,16:00:00,-36.772705,144.227111
T20230016526,2023-07-16,11:10:00,-38.06302,146.026911
T20230016484,2023-07-16,01:05:00,-36.399089,143.609564
T20230016515,2023-07-16,13:10:00,-37.635032,145.583469
T20230016499,2023-07-16,10:12:00,-38.031907,145.374977
T20230016511,2023-07-16,14:25:00,-38.003179,145.208059
T20230016756,2023-07-16,17:45:00,-37.830063,144.945106
T20230020276,2023-07-16,08:27:00,-36.245898,142.539354
T20230016528,2023-07-16,15:00:00,-37.765607,144.905657
T20230016497,2023-07-16,10:38:00,-38.204333,145.155772
T20230016529,2023-07-16,16:02:00,-37.75534,144.963273
T20230018919,2023-07-16,14:45:00,-37.251214,144.661525
T20230020547,2023-07-16,02:17:00,-37.814379,144.95499
T20230016492,2023-07-16,04:41:00,-37.811216,144.958287
T20230016492,2023-07-16,04:41:00,-37.811216,144.958287
T20230016500,2023-07-16,09:45:00,-37.810299,145.02619
T20230016566,2023-07-16,09:10:00,-37.883752,144.623472
T20230019693,2023-07-16,02:47:00,-37.89241,144.636799
T20230016551,2023-07-16,19:00:00,-37.741022,144.69004
T20230016617,2023-07-16,15:15:00,-37.775265,144.883047
T20230016552,2023-07-16,20:55:00,-37.964695,145.170655
T20230016485,2023-07-16,01:35:00,-37.234776,144.998778
T20230017130,2023-07-16,15:26:00,-37.809278,144.602251
T20230016630,2023-07-17,18:15:00,-37.882755,145.277466
T20230016651,2023-07-17,21:00:00,-37.769184,144.972118
T20230016607,2023-07-17,13:39:00,-37.860772,144.98652
T20230016648,2023-07-17,15:05:00,-37.993521,145.177848
T20230016585,2023-07-17,08:30:00,-37.499602,144.760666
T20230016620,2023-07-17,16:05:00,-36.746817,144.267448
T20230016647,2023-07-17,18:00:00,-37.817582,144.675459
T20230016645,2023-07-17,20:40:00,-36.123619,144.746888
T20230016587,2023-07-17,10:57:00,-36.220855,145.431804
T20230016641,2023-07-17,20:00:00,-38.189039,146.282479
T20230016640,2023-07-17,17:00:00,-37.817453,144.967438
T20230016640,2023-07-17,17:00:00,-37.817453,144.967438
T20230016637,2023-07-17,17:58:00,-37.683598,145.068804
T20230016592,2023-07-17,10:35:00,-37.921973,145.139454
T20230016635,2023-07-17,18:50:00,-37.702643,145.105998
T20230016595,2023-07-17,12:10:00,-37.978917,145.142342
T20230016663,2023-07-17,09:10:00,-37.795393,145.290692
T20230016600,2023-07-17,12:30:00,-37.987954,145.120198
T20230017125,2023-07-17,08:18:00,-37.820662,144.83515
T20230016601,2023-07-17,10:59:00,-37.689541,144.95714
T20230016602,2023-07-17,07:40:00,-37.706398,144.96709
T20230017099,2023-07-17,01:28:00,-38.197798,145.484793
T20230017096,2023-07-17,06:15:00,-37.693267,144.938253
T20230016656,2023-07-17,23:45:00,-37.957621,145.157419
T20230016605,2023-07-17,11:30:00,-37.528786,145.436697
T20230017858,2023-07-17,07:35:00,-38.690821,143.712082
T20230016957,2023-07-17,16:00:00,-38.168619,144.330862
T20230017875,2023-07-17,07:40:00,-37.697529,145.008711
T20230017445,2023-07-17,15:50:00,-37.76272,144.831126
T20230016558,2023-07-17,02:19:00,-37.787707,144.959037
T20230018785,2023-07-17,08:00:00,-37.768344,144.797273
T20230019546,2023-07-17,06:43:00,-37.800854,145.194859
T20230017293,2023-07-17,20:45:00,-37.775225,144.829058
T20230017053,2023-07-17,18:15:00,-37.743242,144.735586
T20230016709,2023-07-17,08:10:00,-38.116584,145.190563
T20230017292,2023-07-17,05:58:00,-38.013113,145.201737
T20230017281,2023-07-17,16:34:00,-38.141214,145.870775
T20230021973,2023-07-17,15:30:00,-37.889881,145.044864
T20230017480,2023-07-17,08:10:00,-37.703992,145.028444
T20230018653,2023-07-17,17:20:00,-37.982072,147.071942
T20230019865,2023-07-17,13:50:00,-37.898325,145.236819
T20230016571,2023-07-17,07:45:00,-37.859283,145.038751
T20230016720,2023-07-17,13:56:00,-38.270316,145.07589
T20230016755,2023-07-17,12:50:00,-37.849573,145.112998
T20230016724,2023-07-17,18:05:00,-37.717262,145.042941
T20230016573,2023-07-17,08:50:00,-37.826666,144.815963
T20230016574,2023-07-17,09:10:00,-37.910787,144.986052
T20230016577,2023-07-17,08:18:00,-37.833311,144.809665
T20230016582,2023-07-17,06:46:00,-37.686378,145.062856
T20230016583,2023-07-17,08:25:00,-38.16569,144.299657
T20230016584,2023-07-17,07:25:00,-37.780731,144.98183
T20230016782,2023-07-18,14:30:00,-36.880111,145.618146
T20230016781,2023-07-18,17:00:00,-37.719499,144.839324
T20230016733,2023-07-18,17:29:00,-37.791027,145.291543
T20230016669,2023-07-18,09:50:00,-37.825157,147.634461
T20230016695,2023-07-18,09:00:00,-37.788257,145.162129
T20230016734,2023-07-18,15:55:00,-37.794167,145.283434
T20230016857,2023-07-18,07:15:00,-37.710247,145.395786
T20230016668,2023-07-18,08:15:00,-38.313412,145.022957
T20230016735,2023-07-18,16:16:00,-37.812379,144.962302
T20230016772,2023-07-18,17:30:00,-37.81862,144.95956
T20230016710,2023-07-18,15:25:00,-37.755228,145.060464
T20230016739,2023-07-18,19:30:00,-38.021713,145.320275
T20230016703,2023-07-18,13:33:00,-38.06357,145.93135
T20230016892,2023-07-18,18:00:00,-37.823775,144.982412
T20230016745,2023-07-18,06:15:00,-37.350646,145.02134
T20230016702,2023-07-18,12:44:00,-37.822919,145.122911
T20230017418,2023-07-18,08:45:00,-37.753208,144.703742
T20230016671,2023-07-18,09:13:00,-37.929466,145.118967
T20230016718,2023-07-18,16:05:00,-38.221355,145.174045
T20230016719,2023-07-18,15:50:00,-37.533571,143.817347
T20230016694,2023-07-18,11:40:00,-38.043982,145.341469
T20230016722,2023-07-18,16:45:00,-37.91463,145.127288
T20230016723,2023-07-18,17:45:00,-37.808814,144.996178
T20230016743,2023-07-18,17:40:00,-37.993915,145.171154
T20230016727,2023-07-18,17:45:00,-37.828732,145.136605
T20230016728,2023-07-18,14:50:00,-38.110652,145.283162
T20230018044,2023-07-18,18:00:00,-37.848067,144.994881
T20230016672,2023-07-18,09:00:00,-38.112936,145.232283
T20230016697,2023-07-18,09:56:00,-37.997373,145.162268
T20230016869,2023-07-18,15:30:00,-37.797807,144.764676
T20230016667,2023-07-18,08:29:00,-37.693402,145.029819
T20230016692,2023-07-18,08:39:00,-37.725168,145.023667
T20230017002,2023-07-18,06:00:00,-37.86791,144.77007
T20230016732,2023-07-18,08:10:00,-37.638204,144.909998
T20230016732,2023-07-18,08:10:00,-37.638204,144.909998
T20230017492,2023-07-18,11:30:00,-37.688307,145.066259
T20230016682,2023-07-18,10:07:00,-38.259407,144.424561
T20230016744,2023-07-18,19:40:00,-37.973893,145.242088
T20230016850,2023-07-18,08:50:00,-37.857843,144.983588
T20230016681,2023-07-18,09:45:00,-37.511197,145.120825
T20230016753,2023-07-18,10:20:00,-37.990126,145.214464
T20230016765,2023-07-18,15:35:00,-38.092966,145.332055
T20230016785,2023-07-18,13:15:00,-37.684051,144.740365
T20230019163,2023-07-18,14:50:00,-38.03166,145.211948
T20230016803,2023-07-18,17:30:00,-38.104998,147.073117
T20230019432,2023-07-18,15:05:00,-34.18979,142.154132
T20230017393,2023-07-18,18:00:00,-37.878419,144.993457
T20230018401,2023-07-18,06:40:00,-37.783768,145.014982
T20230016867,2023-07-18,17:50:00,-37.781032,144.985794
T20230020807,2023-07-18,08:20:00,-37.820283,145.014473
T20230016658,2023-07-18,03:42:00,-37.926181,145.082005
T20230016795,2023-07-18,18:15:00,-37.772802,144.949085
T20230016708,2023-07-18,12:00:00,-37.87249,145.024747
T20230016705,2023-07-18,12:35:00,-37.81499,144.968255
T20230016704,2023-07-18,07:40:00,-36.392148,141.503191
T20230016778,2023-07-19,12:20:00,-38.38367,142.495867
T20230016776,2023-07-19,11:48:00,-37.816358,144.963579
T20230016767,2023-07-19,10:09:00,-38.062529,145.497383
T20230017975,2023-07-19,12:30:00,-37.7885,144.787898
T20230016822,2023-07-19,16:30:00,-37.844812,144.942276
T20230016821,2023-07-19,19:50:00,-37.980039,145.054778
T20230016820,2023-07-19,19:19:00,-37.683306,144.581801
T20230016819,2023-07-19,10:30:00,-37.940468,145.10189
T20230016818,2023-07-19,19:20:00,-37.59392,144.910069
T20230016817,2023-07-19,16:34:00,-37.681893,144.906793
T20230016816,2023-07-19,18:58:00,-37.777627,144.988734
T20230017605,2023-07-19,15:00:00,-37.815975,144.896899
T20230016815,2023-07-19,19:26:00,-37.663866,144.922797
T20230016749,2023-07-19,01:48:00,-34.215036,142.146292
T20230016750,2023-07-19,01:30:00,-35.805414,143.660891
T20230016834,2023-07-19,14:03:00,-36.292209,146.26309
T20230016814,2023-07-19,20:05:00,-37.857504,144.99229
T20230016877,2023-07-19,17:36:00,-37.887702,144.991431
T20230017207,2023-07-19,07:00:00,-37.990286,145.276384
T20230017481,2023-07-19,11:00:00,-37.800141,145.14957
T20230016813,2023-07-19,18:15:00,-37.858408,145.312825
T20230016855,2023-07-19,13:15:00,-37.676117,144.596566
T20230016812,2023-07-19,20:32:00,-37.838731,144.989629
T20230016833,2023-07-19,04:44:00,-38.236503,143.997846
T20230019579,2023-07-19,07:16:00,-37.817373,145.059356
T20230016832,2023-07-19,23:28:00,-37.202761,144.407289
T20230016810,2023-07-19,16:35:00,-38.077703,145.239789
T20230016809,2023-07-19,16:00:00,-37.637925,145.067097
T20230016807,2023-07-19,08:15:00,-37.810912,144.98801
T20230016805,2023-07-19,16:40:00,-37.635828,144.923024
T20230016824,2023-07-19,19:10:00,-38.139393,144.336599
T20230016802,2023-07-19,10:15:00,-37.891566,145.088481
T20230017813,2023-07-19,17:40:00,-37.823488,144.730948
T20230017495,2023-07-19,15:20:00,-37.645846,145.039489
T20230017250,2023-07-19,08:00:00,-37.782973,144.939961
T20230018803,2023-07-19,16:00:00,-37.658832,144.935998
T20230016983,2023-07-19,09:30:00,-37.930105,145.232551
T20230016811,2023-07-19,15:00:00,-37.609081,145.090622
T20230017197,2023-07-19,16:20:00,-37.896242,145.100212
T20230016823,2023-07-19,19:40:00,-38.125935,146.273898
T20230016797,2023-07-19,16:45:00,-37.890634,145.030742
T20230017008,2023-07-19,22:30:00,-38.094494,146.209459
T20230016796,2023-07-19,14:00:00,-37.958055,145.136968
T20230017704,2023-07-19,08:30:00,-38.171341,144.321162
T20230016792,2023-07-19,15:38:00,-37.993139,145.067338
T20230017305,2023-07-19,16:40:00,-37.047102,144.220529
T20230017392,2023-07-19,14:47:00,-37.823213,144.786262
T20230020149,2023-07-19,15:00:00,-38.33048,144.322966
T20230018535,2023-07-19,17:55:00,-37.963972,145.131531
T20230016779,2023-07-19,12:18:00,-37.809556,144.952557
T20230016799,2023-07-19,17:05:00,-37.653321,144.588493
T20230016894,2023-07-20,17:18:00,-37.828206,144.990596
T20230016895,2023-07-20,16:20:00,-37.977006,145.222252
T20230016845,2023-07-20,07:03:00,-38.174397,145.220707
T20230016845,2023-07-20,07:03:00,-38.174397,145.220707
T20230016844,2023-07-20,06:45:00,-37.760683,144.961852
T20230016921,2023-07-20,15:30:00,-37.992913,145.179411
T20230016843,2023-07-20,06:50:00,-37.686133,144.926826
T20230016927,2023-07-20,20:10:00,-36.520692,146.064131
T20230016896,2023-07-20,15:39:00,-36.592251,145.036576
T20230016897,2023-07-20,16:35:00,-36.549754,145.982652
T20230016928,2023-07-20,19:10:00,-36.099023,145.223745
T20230019819,2023-07-20,08:30:00,-37.675498,143.829517
T20230017004,2023-07-20,10:30:00,-37.84865,144.993848
T20230016929,2023-07-20,21:40:00,-37.761333,145.310374
T20230017166,2023-07-20,20:15:00,-37.837235,144.672701
T20230017316,2023-07-20,12:45:00,-37.790768,144.986422
T20230016901,2023-07-20,14:15:00,-37.77605,145.025642
T20230021019,2023-07-20,18:00:00,-37.8445,145.0371
T20230017461,2023-07-20,18:35:00,-37.784108,144.937139
T20230020100,2023-07-20,16:58:00,-37.221836,144.92265
T20230016861,2023-07-20,09:55:00,-37.931249,145.019589
T20230016935,2023-07-20,21:45:00,-38.140741,145.306886
T20230016862,2023-07-20,10:21:00,-38.139381,145.678872
T20230016859,2023-07-20,11:15:00,-38.152652,145.15665
T20230016903,2023-07-20,15:46:00,-38.012162,144.470022
T20230016904,2023-07-20,17:55:00,-37.825251,145.044517
T20230016909,2023-07-20,18:30:00,-37.923194,145.119079
T20230019140,2023-07-20,10:00:00,-37.760152,145.02129
T20230019142,2023-07-20,17:00:00,-37.116361,143.492092
T20230016954,2023-07-20,15:38:00,-38.154766,145.190562
T20230016911,2023-07-20,18:58:00,-37.92557,145.360135
T20230016913,2023-07-20,17:12:00,-37.700347,145.019341
T20230016916,2023-07-20,19:18:00,-38.631167,145.603648
T20230016851,2023-07-20,09:50:00,-38.026933,145.309719
T20230017121,2023-07-20,16:00:00,-37.792978,145.064088
T20230016917,2023-07-20,18:49:00,-37.644928,145.029429
T20230016920,2023-07-20,14:49:00,-37.808115,144.976818
T20230017135,2023-07-20,23:20:00,-37.853357,144.738901
T20230017135,2023-07-20,23:20:00,-37.853357,144.738901
T20230017128,2023-07-20,08:25:00,-37.740037,145.000222
T20230017205,2023-07-20,17:10:00,-37.773964,145.114267
T20230027261,2023-07-20,11:30:00,-36.29971,146.664783
T20230017194,2023-07-20,21:45:00,-38.256511,144.56036
T20230017194,2023-07-20,21:45:00,-38.256511,144.56036
T20230018920,2023-07-20,15:30:00,-37.99988,145.218229
T20230017266,2023-07-20,17:55:00,-38.099186,145.184753
T20230016865,2023-07-20,07:00:00,-37.939209,144.999318
T20230017734,2023-07-20,20:25:00,-37.773697,145.23053
T20230021958,2023-07-20,20:30:00,-37.609229,143.938546
T20230018680,2023-07-20,01:23:00,-34.198769,142.14763
T20230016868,2023-07-20,08:12:00,-37.589021,143.83883
T20230016876,2023-07-20,14:40:00,-37.965557,145.056898
T20230017000,2023-07-20,18:15:00,-37.937236,145.189531
T20230016880,2023-07-20,08:06:00,-37.647323,144.367353
T20230016887,2023-07-20,15:44:00,-37.525399,143.972422
T20230017276,2023-07-20,10:09:00,-37.896125,144.716862
T20230017276,2023-07-20,10:09:00,-37.896125,144.716862
T20230016888,2023-07-20,16:00:00,-37.818896,144.962479
T20230016888,2023-07-20,16:00:00,-37.818896,144.962479
T20230016889,2023-07-20,16:01:00,-37.606306,143.83821
T20230016891,2023-07-20,14:00:00,-37.783844,147.808813
T20230016949,2023-07-21,08:36:00,-37.840158,144.951083
T20230018517,2023-07-21,08:00:00,-37.959936,145.224406
T20230016992,2023-07-21,15:34:00,-37.920113,145.059206
T20230016991,2023-07-21,14:50:00,-37.83524,144.961539
T20230016990,2023-07-21,13:39:00,-37.91727,145.147098
T20230016989,2023-07-21,12:30:00,-37.766346,145.081194
T20230018176,2023-07-21,15:45:00,-37.928064,144.994081
T20230019487,2023-07-21,18:45:00,-37.82519,144.956971
T20230017024,2023-07-21,21:55:00,-37.874285,144.664608
T20230017023,2023-07-21,15:57:00,-37.654062,144.95573
T20230016981,2023-07-21,12:55:00,-37.701262,144.96015
T20230016947,2023-07-21,07:20:00,-38.151375,144.358882
T20230016980,2023-07-21,10:15:00,-37.771831,147.445341
T20230016948,2023-07-21,08:45:00,-37.417686,144.992313
T20230017020,2023-07-21,20:52:00,-37.285802,142.939073
T20230016950,2023-07-21,07:57:00,-37.167316,144.039909
T20230016951,2023-07-21,08:39:00,-37.81344,144.97353
T20230016953,2023-07-21,09:10:00,-37.62247,145.028883
T20230016961,2023-07-21,09:24:00,-36.756564,144.271561
T20230016963,2023-07-21,09:51:00,-37.696818,144.778268
T20230016966,2023-07-21,09:49:00,-37.922696,145.442899
T20230016968,2023-07-21,10:10:00,-37.716909,145.00916
T20230016972,2023-07-21,09:20:00,-37.898242,145.055343
T20230017405,2023-07-21,19:10:00,-37.853211,145.298411
T20230021494,2023-07-21,17:30:00,-37.859524,145.004028
T20230017010,2023-07-21,19:20:00,-37.8658,145.092872
T20230017016,2023-07-21,14:31:00,-37.737758,144.966949
T20230017005,2023-07-21,09:00:00,-38.075957,145.26384
T20230017012,2023-07-21,17:35:00,-37.70872,145.095137
T20230017776,2023-07-21,20:00:00,-38.025588,145.304854
T20230017805,2023-07-21,15:20:00,-37.885012,144.986978
T20230017872,2023-07-21,22:20:00,-37.546475,143.8459
T20230016999,2023-07-21,15:25:00,-37.838425,145.144414
T20230016998,2023-07-21,15:40:00,-38.07091,147.037673
T20230017143,2023-07-21,11:40:00,-37.767459,145.020057
T20230016996,2023-07-21,12:33:00,-37.671169,144.848877
T20230017015,2023-07-21,15:40:00,-37.591103,145.033545
T20230016994,2023-07-21,13:44:00,-37.704853,144.786176
T20230017081,2023-07-22,18:10:00,-37.896165,144.757833
T20230017104,2023-07-22,20:35:00,-37.833984,144.965854
T20230020417,2023-07-22,14:00:00,-36.764851,147.018788
T20230017102,2023-07-22,22:43:00,-37.556216,143.807036
T20230017101,2023-07-22,21:20:00,-37.7821,144.908967
T20230024913,2023-07-22,19:00:00,-37.828378,144.843755
T20230017100,2023-07-22,00:25:00,-38.026925,145.247372
T20230018546,2023-07-22,17:00:00,-38.074689,145.25531
T20230017098,2023-07-22,19:10:00,-37.812821,145.000227
T20230017093,2023-07-22,20:15:00,-38.253817,145.075497
T20230017090,2023-07-22,17:55:00,-37.806974,144.965852
T20230017086,2023-07-22,15:50:00,-37.803866,144.947976
T20230017085,2023-07-22,18:33:00,-37.825881,144.960228
T20230017031,2023-07-22,07:15:00,-37.826914,144.959174
T20230017034,2023-07-22,07:40:00,-38.2824,144.497763
T20230017035,2023-07-22,02:40:00,-37.740954,142.046375
T20230017055,2023-07-22,10:25:00,-37.432278,144.460494
T20230017037,2023-07-22,05:10:00,-38.117284,145.315635
T20230019225,2023-07-22,15:03:00,-37.708321,144.629075
T20230017042,2023-07-22,08:00:00,-38.353995,144.191103
T20230017333,2023-07-22,14:12:00,-37.858175,145.041156
T20230017043,2023-07-22,10:15:00,-37.745891,144.926084
T20230017046,2023-07-22,10:35:00,-37.838172,145.097811
T20230018649,2023-07-22,18:45:00,-37.879933,145.071799
T20230017826,2023-07-22,20:30:00,-37.686133,144.926826
T20230017827,2023-07-22,15:45:00,-37.89148,144.62913
T20230017420,2023-07-22,08:45:00,-37.692219,144.95646
T20230017049,2023-07-22,11:25:00,-37.876902,145.212899
T20230017879,2023-07-22,14:28:00,-36.70353,144.321281
T20230021874,2023-07-22,18:15:00,-36.721873,144.683376
T20230019312,2023-07-22,11:00:00,-37.868156,146.449626
T20230019265,2023-07-22,13:20:00,-37.818739,145.00091
T20230017054,2023-07-22,09:45:00,-37.876549,144.724
T20230017059,2023-07-22,12:15:00,-37.968664,145.173575
T20230017060,2023-07-22,10:12:00,-36.816826,145.440526
T20230017476,2023-07-22,18:50:00,-37.844065,144.846072
T20230017907,2023-07-22,09:15:00,-37.914045,144.636115
T20230017064,2023-07-22,12:54:00,-38.139716,144.354863
T20230017066,2023-07-22,14:15:00,-37.810119,144.996291
T20230017273,2023-07-22,15:10:00,-38.098873,145.17297
T20230017069,2023-07-22,12:50:00,-37.57359,144.126534
T20230017074,2023-07-22,14:00:00,-37.739133,144.945198
T20230017076,2023-07-22,12:55:00,-36.486246,146.234856
T20230017079,2023-07-22,14:50:00,-37.759597,144.950278
T20230017280,2023-07-22,01:15:00,-38.124144,145.289617
T20230017080,2023-07-22,15:35:00,-37.831233,145.082001
T20230017978,2023-07-22,14:45:00,-38.021327,145.504668
T20230017285,2023-07-22,21:30:00,-37.849155,144.993769
T20230018051,2023-07-22,14:00:00,-37.797321,144.969025
T20230017084,2023-07-22,15:31:00,-37.911795,145.443868
T20230017027,2023-07-22,01:14:00,-37.830426,144.960787
T20230017156,2023-07-22,21:45:00,-37.598698,144.938935
T20230017116,2023-07-22,08:00:00,-37.740734,144.971771
T20230017109,2023-07-22,23:45:00,-36.535329,146.028837
T20230017107,2023-07-22,18:40:00,-37.753815,144.753077
T20230017106,2023-07-22,21:03:00,-37.892651,145.130103
T20230018756,2023-07-23,18:15:00,-36.784182,143.61666
T20230017169,2023-07-23,18:24:00,-37.685816,144.923239
T20230017164,2023-07-23,18:37:00,-37.889544,144.71162
T20230017163,2023-07-23,17:46:00,-38.384683,142.533006
T20230017132,2023-07-23,11:05:00,-38.285766,145.030927
T20230017132,2023-07-23,11:05:00,-38.285766,145.030927
T20230017161,2023-07-23,17:59:00,-37.74412,144.904685
T20230017160,2023-07-23,14:42:00,-38.146282,145.24903
T20230017136,2023-07-23,13:55:00,-37.848348,145.2302
