datetime_AEST,datetime_local,location_id,location_name,BPM2.5
2021-01-12 13:00:00,2021-01-12 14:00:00,10239,Melbourne CBD,9.483
2021-01-12 14:00:00,2021-01-12 15:00:00,10239,Melbourne CBD,2.517
2021-01-12 15:00:00,2021-01-12 16:00:00,10239,Melbourne CBD,9.017
2021-01-12 16:00:00,2021-01-12 17:00:00,10239,Melbourne CBD,6.867
2021-01-12 17:00:00,2021-01-12 18:00:00,10239,Melbourne CBD,12.983
2021-01-12 18:00:00,2021-01-12 19:00:00,10239,Melbourne CBD,7
2021-01-12 19:00:00,2021-01-12 20:00:00,10239,Melbourne CBD,2.667
2021-01-12 20:00:00,2021-01-12 21:00:00,10239,Melbourne CBD,0.933
2021-01-12 21:00:00,2021-01-12 22:00:00,10239,Melbourne CBD,-1.917
2021-01-12 22:00:00,2021-01-12 23:00:00,10239,Melbourne CBD,4.733
2021-01-12 23:00:00,2021-01-13 00:00:00,10239,Melbourne CBD,1.867
2021-01-13 00:00:00,2021-01-13 01:00:00,10239,Melbourne CBD,-0.717
2021-01-13 01:00:00,2021-01-13 02:00:00,10239,Melbourne CBD,7.517
2021-01-13 02:00:00,2021-01-13 03:00:00,10239,Melbourne CBD,6.517
2021-01-13 03:00:00,2021-01-13 04:00:00,10239,Melbourne CBD,1.567
2021-01-13 04:00:00,2021-01-13 05:00:00,10239,Melbourne CBD,7
2021-01-13 05:00:00,2021-01-13 06:00:00,10239,Melbourne CBD,6.733
2021-01-13 06:00:00,2021-01-13 07:00:00,10239,Melbourne CBD,3.967
2021-01-13 07:00:00,2021-01-13 08:00:00,10239,Melbourne CBD,5.567
2021-01-13 08:00:00,2021-01-13 09:00:00,10239,Melbourne CBD,10.683
2021-01-13 09:00:00,2021-01-13 10:00:00,10239,Melbourne CBD,15.217
2021-01-13 10:00:00,2021-01-13 11:00:00,10239,Melbourne CBD,15.967
2021-01-13 11:00:00,2021-01-13 12:00:00,10239,Melbourne CBD,20.45
2021-01-13 12:00:00,2021-01-13 13:00:00,10239,Melbourne CBD,22.467
2021-01-13 13:00:00,2021-01-13 14:00:00,10239,Melbourne CBD,17.983
2021-01-13 14:00:00,2021-01-13 15:00:00,10239,Melbourne CBD,18.333
2021-01-13 15:00:00,2021-01-13 16:00:00,10239,Melbourne CBD,12.367
2021-01-13 16:00:00,2021-01-13 17:00:00,10239,Melbourne CBD,16.15
2021-01-13 17:00:00,2021-01-13 18:00:00,10239,Melbourne CBD,10.55
2021-01-13 18:00:00,2021-01-13 19:00:00,10239,Melbourne CBD,11.217
2021-01-13 19:00:00,2021-01-13 20:00:00,10239,Melbourne CBD,7.633
2021-01-13 20:00:00,2021-01-13 21:00:00,10239,Melbourne CBD,13.6
2021-01-13 21:00:00,2021-01-13 22:00:00,10239,Melbourne CBD,20.5
2021-01-13 22:00:00,2021-01-13 23:00:00,10239,Melbourne CBD,12.317
2021-01-13 23:00:00,2021-01-14 00:00:00,10239,Melbourne CBD,11.8
2021-01-14 00:00:00,2021-01-14 01:00:00,10239,Melbourne CBD,14.133
2021-01-14 01:00:00,2021-01-14 02:00:00,10239,Melbourne CBD,-0.067
2021-01-14 02:00:00,2021-01-14 03:00:00,10239,Melbourne CBD,7.317
2021-01-14 03:00:00,2021-01-14 04:00:00,10239,Melbourne CBD,13.483
2021-01-14 04:00:00,2021-01-14 05:00:00,10239,Melbourne CBD,4.983
2021-01-14 05:00:00,2021-01-14 06:00:00,10239,Melbourne CBD,10.95
2021-01-14 06:00:00,2021-01-14 07:00:00,10239,Melbourne CBD,11.167
2021-01-14 07:00:00,2021-01-14 08:00:00,10239,Melbourne CBD,9.317
2021-01-14 08:00:00,2021-01-14 09:00:00,10239,Melbourne CBD,5.917
2021-01-14 09:00:00,2021-01-14 10:00:00,10239,Melbourne CBD,7.183
2021-01-14 10:00:00,2021-01-14 11:00:00,10239,Melbourne CBD,8.433
2021-01-14 11:00:00,2021-01-14 12:00:00,10239,Melbourne CBD,11.933
2021-01-14 12:00:00,2021-01-14 13:00:00,10239,Melbourne CBD,0.983
2021-01-14 13:00:00,2021-01-14 14:00:00,10239,Melbourne CBD,5.35
2021-01-14 14:00:00,2021-01-14 15:00:00,10239,Melbourne CBD,3.15
