datetime_AEST,datetime_local,location_id,location_name,BPM2.5,BSP,CO,DBT,NO2,O3,PM10,Sigma05,SO2,SWD,SWS,VWD,VWS
2021-01-07 18:00:00,2021-01-07 19:00:00,10001,Alphington,10.108,11.952,0.041,24.082,1.361,16.9,13.172,43.268,1.305,130.825,2.209,127.454,1.832
2021-01-07 19:00:00,2021-01-07 20:00:00,10001,Alphington,13.381,11.806,0.038,22.345,1.536,15.284,15.76,43.937,1.288,134.813,1.847,131.665,1.521
2021-01-07 20:00:00,2021-01-07 21:00:00,10001,Alphington,12.629,10.963,0.038,20.744,1.916,13.671,12.254,40.058,1.265,140.134,1.864,136.99,1.602
2021-01-07 21:00:00,2021-01-07 22:00:00,10001,Alphington,9.236,11.875,0.04,19.574,2.071,13.269,13.98,31.081,1.317,140.258,2.153,138.698,1.943
2021-01-07 22:00:00,2021-01-07 23:00:00,10001,Alphington,6.218,12.838,0.043,18.437,1.806,12.927,13.263,38.848,1.335,146.801,1.562,144.813,1.352
2021-01-07 23:00:00,2021-01-08 00:00:00,10001,Alphington,4.598,13.616,0.055,17.369,1.575,12.385,12.186,37.74,1.264,139.463,0.911,138.169,0.715
2021-01-08 00:00:00,2021-01-08 01:00:00,10001,Alphington,2.728,,,16.368,,,9.591,30.221,,164.75,1.25,161.63,1.117
2021-01-08 01:00:00,2021-01-08 02:00:00,10001,Alphington,1.997,11.301,0.067,15.52,2.061,10.581,9.672,32.736,1.386,165.461,1.169,161.619,1.011
2021-01-08 02:00:00,2021-01-08 03:00:00,10001,Alphington,3.103,11.855,0.094,14.484,1.998,10.091,9.891,35.687,1.374,192.908,0.583,185.384,0.45
2021-01-08 03:00:00,2021-01-08 04:00:00,10001,Alphington,2.856,11.751,0.114,13.01,2.768,6.738,9.707,30.029,1.333,254.583,0.313,263.59,0.215
2021-01-08 04:00:00,2021-01-08 05:00:00,10001,Alphington,1.758,11.379,0.135,12.133,6.068,2.432,9.056,38.962,1.345,241.261,0.289,302.629,0.201
2021-01-08 05:00:00,2021-01-08 06:00:00,10001,Alphington,1.88,11.971,0.184,11.983,8.186,1.114,11.706,32.711,1.265,137.983,0.374,5.405,0.181
2021-01-08 06:00:00,2021-01-08 07:00:00,10001,Alphington,1.384,14.329,0.172,13.731,7.159,2.889,15.251,54.609,1.254,133.213,0.422,78.18,0.179
2021-01-08 07:00:00,2021-01-08 08:00:00,10001,Alphington,0.24,19.992,0.185,16.369,9.665,6.195,17.642,63.049,1.305,198.959,0.654,341.099,0.363
2021-01-08 08:00:00,2021-01-08 09:00:00,10001,Alphington,0.047,16.811,0.143,18.241,7.333,9.601,16.657,51.377,1.222,184.813,0.817,205.206,0.166
2021-01-08 09:00:00,2021-01-08 10:00:00,10001,Alphington,0.421,14.373,0.128,20.815,7.329,11.636,13.051,53.99,1.199,206.386,1.013,244.159,0.478
2021-01-08 10:00:00,2021-01-08 11:00:00,10001,Alphington,0.26,13.992,0.127,23.51,8.007,15.506,15.829,51.468,1.259,214.602,1.096,280.88,0.479
2021-01-08 11:00:00,2021-01-08 12:00:00,10001,Alphington,1.474,13.472,0.133,25.705,7.88,20.568,17.134,50.158,1.279,182.545,1.45,217.869,0.702
2021-01-08 12:00:00,2021-01-08 13:00:00,10001,Alphington,0.84,14.545,0.148,26.435,8.762,27.001,13.633,25.211,1.103,193.329,2.452,196.159,2.249
2021-01-08 13:00:00,2021-01-08 14:00:00,10001,Alphington,0.554,14.534,0.14,27.115,7.578,33.313,18.838,22.549,1.035,222.284,2.799,221.53,2.565
2021-01-08 14:00:00,2021-01-08 15:00:00,10001,Alphington,2.462,13.838,0.126,26.77,6.9,35.529,19.561,20.549,1.15,223.701,3.381,222.566,3.174
2021-01-08 15:00:00,2021-01-08 16:00:00,10001,Alphington,4.223,13.356,0.12,25.946,3.769,33.15,30.548,21.532,1.397,217.683,3.53,218.609,3.303
2021-01-08 16:00:00,2021-01-08 17:00:00,10001,Alphington,3.402,14.408,0.146,26.33,3.233,28.661,24.413,21.361,1.569,208.726,3.453,210.003,3.232
2021-01-08 17:00:00,2021-01-08 18:00:00,10001,Alphington,3.493,15.81,0.147,25.951,3.342,23.695,24.786,19.346,1.519,208.953,3.092,210.127,2.939
2021-01-08 18:00:00,2021-01-08 19:00:00,10001,Alphington,5.712,15.191,0.142,24.964,3.366,20.172,18.359,20.876,1.376,200.21,2.371,202.02,2.238
2021-01-08 19:00:00,2021-01-08 20:00:00,10001,Alphington,8.902,15.438,0.142,23.286,3.882,17.102,22.756,20.138,1.385,211.079,1.874,211.013,1.684
2021-01-08 20:00:00,2021-01-08 21:00:00,10001,Alphington,11.95,18.807,0.17,20.719,5.303,12.156,23.788,17.609,1.071,231.956,1.928,231.748,1.844
2021-01-08 21:00:00,2021-01-08 22:00:00,10001,Alphington,10.257,18.335,0.146,19.799,3.874,12.853,18.027,18.637,1.014,233.142,1.84,231.785,1.76
2021-01-08 22:00:00,2021-01-08 23:00:00,10001,Alphington,8.921,19.168,0.146,19.187,5.291,10.84,19.818,16.812,1.053,236.549,1.953,235.374,1.876
2021-01-08 23:00:00,2021-01-09 00:00:00,10001,Alphington,7.439,20.331,0.16,18.552,8.867,6.387,18.271,17.506,1.001,244.515,1.198,244.227,1.126
2021-01-09 00:00:00,2021-01-09 01:00:00,10001,Alphington,6.14,,,17.474,,,17.02,19.992,,277.364,1.431,279.904,1.328
2021-01-09 01:00:00,2021-01-09 02:00:00,10001,Alphington,7.429,18.089,0.122,16.466,9.617,3.898,13.729,25.828,0.999,286.901,0.98,292.045,0.905
2021-01-09 02:00:00,2021-01-09 03:00:00,10001,Alphington,8.248,17.658,0.141,15.733,7.394,5.069,11.063,29.01,0.891,282.916,0.711,292.462,0.645
2021-01-09 03:00:00,2021-01-09 04:00:00,10001,Alphington,7.694,19.189,0.142,15.256,6.305,4.392,13.213,33.434,0.838,186.047,0.746,356.317,0.623
2021-01-09 04:00:00,2021-01-09 05:00:00,10001,Alphington,5.971,23.648,0.146,15.372,5.61,4.963,13.322,42.167,0.676,223.688,0.542,313.068,0.365
2021-01-09 05:00:00,2021-01-09 06:00:00,10001,Alphington,4.239,32.047,0.16,15.1,6.474,3.012,14.687,23.157,0.717,109.591,0.576,15.069,0.534
2021-01-09 06:00:00,2021-01-09 07:00:00,10001,Alphington,3.409,42.34,0.164,16.34,5.281,5.968,21.73,32.912,0.746,106.249,0.87,16.79,0.76
2021-01-09 07:00:00,2021-01-09 08:00:00,10001,Alphington,2.106,44.118,0.154,18.524,5.122,9.415,13.935,57.365,0.871,137.015,0.784,17.211,0.528
2021-01-09 08:00:00,2021-01-09 09:00:00,10001,Alphington,2.617,29.276,0.132,21.64,5.402,12.042,11.154,47.623,0.879,112.51,1.157,26.504,0.922
2021-01-09 09:00:00,2021-01-09 10:00:00,10001,Alphington,0.974,11.009,0.093,25.827,2.944,20.612,4.383,38.597,0.845,159.791,2.15,0.443,1.701
2021-01-09 10:00:00,2021-01-09 11:00:00,10001,Alphington,1.545,10.216,0.089,28.528,2.701,26.296,13.03,42.434,0.812,158.627,2.05,2.328,1.656
2021-01-09 11:00:00,2021-01-09 12:00:00,10001,Alphington,0.983,11.148,0.095,30.237,2.979,30.225,21.678,44.714,0.808,202.533,1.997,321.976,0.971
2021-01-09 12:00:00,2021-01-09 13:00:00,10001,Alphington,0.954,18.526,0.155,29.623,6.996,35.508,28.221,20.559,1.285,213.908,2.774,214.971,2.571
2021-01-09 13:00:00,2021-01-09 14:00:00,10001,Alphington,2.056,21.263,0.165,28.902,5.965,42.984,23.624,22.068,1.525,191.762,2.636,195.106,2.438
2021-01-09 14:00:00,2021-01-09 15:00:00,10001,Alphington,3.489,19.943,0.17,29.982,5.483,47.375,27.124,22.376,1.33,201.24,2.49,205.613,2.272
2021-01-09 15:00:00,2021-01-09 16:00:00,10001,Alphington,5.34,21.467,0.192,29.919,5.23,44.262,26.425,24.983,1.413,203.428,2.307,206.445,2.103
2021-01-09 16:00:00,2021-01-09 17:00:00,10001,Alphington,7.059,18.174,0.177,30.728,5.366,41.84,22.369,21.175,1.326,212.964,2.536,213.848,2.353
2021-01-09 17:00:00,2021-01-09 18:00:00,10001,Alphington,9.939,14.045,0.117,30.882,4.185,33.39,3.818,24.892,1.156,182.462,2.259,186.662,2.054
2021-01-09 18:00:00,2021-01-09 19:00:00,10001,Alphington,14.716,20.331,0.172,27.396,7.512,31.063,42.065,18.996,1.428,225.64,2.133,225.765,1.987
2021-01-09 19:00:00,2021-01-09 20:00:00,10001,Alphington,14.353,25.686,0.206,23.612,9.645,26.496,38.509,17.31,1.583,223.321,2.174,223.547,2.072
2021-01-09 20:00:00,2021-01-09 21:00:00,10001,Alphington,14.19,19.477,0.174,22.73,10.114,18.424,3.7,17.599,1.543,204.553,1.383,205.776,1.281
2021-01-09 21:00:00,2021-01-09 22:00:00,10001,Alphington,20.466,10.661,0.091,21.691,8.069,14.052,12.868,15.375,1.863,213.921,1.363,212.417,1.284
2021-01-09 22:00:00,2021-01-09 23:00:00,10001,Alphington,20.19,13.026,0.132,20.261,6.633,14.247,29.942,17.1,1.572,216.803,1.255,217.499,1.202
2021-01-09 23:00:00,2021-01-10 00:00:00,10001,Alphington,10.498,16.661,0.179,18.757,5.91,13.664,17.646,21.784,1.085,251.945,0.425,253.136,0.39
2021-01-10 00:00:00,2021-01-10 01:00:00,10001,Alphington,4.777,,,17.969,,,18.428,16.933,,273.475,0.611,276.784,0.58
2021-01-10 01:00:00,2021-01-10 02:00:00,10001,Alphington,2.392,15.211,0.142,17.584,7.922,6.263,12.217,26.856,0.837,266.171,0.689,293.635,0.59
2021-01-10 02:00:00,2021-01-10 03:00:00,10001,Alphington,1.402,14.939,0.148,17.751,7.597,6.913,14.847,26.811,0.739,264.602,0.939,277.729,0.824
2021-01-10 03:00:00,2021-01-10 04:00:00,10001,Alphington,4.321,15.416,0.137,17.679,5.758,8.819,,20.361,0.724,257.188,0.668,258.641,0.602
2021-01-10 04:00:00,2021-01-10 05:00:00,10001,Alphington,9.278,16.191,0.157,16.555,6.221,5.612,,27.282,0.6,168.483,0.399,192.441,0.222
2021-01-10 05:00:00,2021-01-10 06:00:00,10001,Alphington,8.801,17.808,0.158,16.818,7.22,3.091,,53.274,0.586,150.506,0.323,38.985,0.111
2021-01-10 06:00:00,2021-01-10 07:00:00,10001,Alphington,6.782,25.517,0.174,18.419,7.056,5.48,,36.97,0.517,85.211,0.586,35.433,0.474
2021-01-10 07:00:00,2021-01-10 08:00:00,10001,Alphington,4.342,27.664,0.153,19.283,5.53,7.988,,34.715,0.59,105.945,0.79,106.467,0.67
2021-01-10 08:00:00,2021-01-10 09:00:00,10001,Alphington,3.059,33.803,0.155,20.607,3.993,12.284,,45.28,0.612,111.98,0.884,93.524,0.568
2021-01-10 09:00:00,2021-01-10 10:00:00,10001,Alphington,3.076,38.17,0.17,22.686,4.26,17.635,,56.094,0.632,139.008,0.91,112.755,0.488
2021-01-10 10:00:00,2021-01-10 11:00:00,10001,Alphington,1.037,36.128,0.183,26.057,3.887,28.763,,46.673,0.631,137.328,1.243,131.422,0.828
2021-01-10 11:00:00,2021-01-10 12:00:00,10001,Alphington,-0.051,31.991,0.188,29.101,3.99,41.619,,56.308,0.815,148.439,0.983,148.171,0.582
2021-01-10 12:00:00,2021-01-10 13:00:00,10001,Alphington,-0.501,26.019,0.173,32.197,3.154,49.395,,51.135,0.775,156.858,1.069,159.981,0.576
2021-01-10 13:00:00,2021-01-10 14:00:00,10001,Alphington,3.895,18.681,0.171,34.768,3.464,51.362,,49.068,0.762,177.101,1.436,188.6,0.931
2021-01-10 14:00:00,2021-01-10 15:00:00,10001,Alphington,10.526,12.193,0.132,35.399,2.776,43.942,,25.921,0.76,209.673,2.131,208.916,1.911
2021-01-10 15:00:00,2021-01-10 16:00:00,10001,Alphington,13.849,11.754,0.128,36.155,3.008,43.139,,34.815,0.801,190.444,1.722,196.402,1.438
2021-01-10 16:00:00,2021-01-10 17:00:00,10001,Alphington,11.809,10.638,0.107,35.742,2.311,42.994,,37.232,0.787,174.178,1.564,176.586,1.262
2021-01-10 17:00:00,2021-01-10 18:00:00,10001,Alphington,8.849,10.154,0.094,34.928,3.015,39.553,,32.034,0.816,146.908,1.43,147.155,1.266
2021-01-10 18:00:00,2021-01-10 19:00:00,10001,Alphington,7.633,12.879,0.111,33.743,3.377,45.957,,32.924,1.046,121.49,1.238,121.514,1.053
2021-01-10 19:00:00,2021-01-10 20:00:00,10001,Alphington,6.383,15.932,0.145,31.226,4.049,44.091,,35.402,1.112,111.733,0.982,109.242,0.842
2021-01-10 20:00:00,2021-01-10 21:00:00,10001,Alphington,6.178,15.569,0.183,28.361,9.456,28.218,,28.503,1.044,188.881,0.271,198.165,0.127
2021-01-10 21:00:00,2021-01-10 22:00:00,10001,Alphington,7.488,20.144,0.317,26.688,21.005,12.801,,17.904,1.006,259.575,0.841,259.202,0.785
2021-01-10 22:00:00,2021-01-10 23:00:00,10001,Alphington,4.307,19.932,0.302,25.13,22.85,4.315,,19.963,1.722,267.707,1.278,268.191,1.165
2021-01-10 23:00:00,2021-01-11 00:00:00,10001,Alphington,2.122,21.142,0.256,23.65,17.796,1.865,,27.89,0.852,273.466,0.776,285.187,0.702
2021-01-11 00:00:00,2021-01-11 01:00:00,10001,Alphington,3.625,,,22.356,,,,40.383,,203.094,0.331,242.352,0.15
2021-01-11 01:00:00,2021-01-11 02:00:00,10001,Alphington,5.807,19.481,0.187,21.388,14.268,0.618,,35.726,0.502,118.973,0.306,61.518,0.168
2021-01-11 02:00:00,2021-01-11 03:00:00,10001,Alphington,8.143,22.903,0.238,20.572,14.737,2.931,,36.486,0.356,187.008,0.352,198.235,0.238
2021-01-11 03:00:00,2021-01-11 04:00:00,10001,Alphington,10.337,23.973,0.206,19.746,12.479,4.374,,48.365,0.191,143.048,0.238,59.383,0.062
2021-01-11 04:00:00,2021-01-11 05:00:00,10001,Alphington,10.973,23.53,0.18,19.615,8.446,7.367,,43.92,0.129,105.462,0.398,87.712,0.293
2021-01-11 05:00:00,2021-01-11 06:00:00,10001,Alphington,11.707,25.45,0.167,19.687,12.766,6.134,,40.949,0.131,92.656,0.535,59.54,0.402
2021-01-11 06:00:00,2021-01-11 07:00:00,10001,Alphington,11.847,24.177,0.186,21.919,10.783,9.735,,29.513,0.141,89.205,0.721,88.829,0.647
2021-01-11 07:00:00,2021-01-11 08:00:00,10001,Alphington,10.681,46.895,0.867,26.373,12.332,17.051,,36.212,0.154,108.136,1.293,38.604,0.852
2021-01-11 08:00:00,2021-01-11 09:00:00,10001,Alphington,10.899,15.071,0.104,31.019,5.628,33.14,,34.607,0.064,135.509,2.73,9.026,2.425
2021-01-11 09:00:00,2021-01-11 10:00:00,10001,Alphington,8.585,13.292,0.073,33.269,5.289,36.938,,43.095,0.055,175.553,2.303,355.514,1.807
2021-01-11 10:00:00,2021-01-11 11:00:00,10001,Alphington,4.844,12.329,0.085,35.326,7.164,40.696,,39.738,0.052,176.306,2.516,356.299,2.028
2021-01-11 11:00:00,2021-01-11 12:00:00,10001,Alphington,2.284,11.23,0.084,36.532,3.967,43.105,,40.306,0.12,169.821,2.472,359.721,2.005
2021-01-11 12:00:00,2021-01-11 13:00:00,10001,Alphington,0.455,10.795,0.087,36.593,3.867,42.83,,34.863,0.181,164.139,2.954,2.319,2.486
2021-01-11 13:00:00,2021-01-11 14:00:00,10001,Alphington,1.992,11.567,0.078,36.647,4.735,41.144,,36.488,0.294,157.986,2.555,6.192,2.192
2021-01-11 14:00:00,2021-01-11 15:00:00,10001,Alphington,2.698,9.242,0.063,37.529,3.678,37.306,16.107,37.839,0.358,169.941,2.811,359.287,2.32
2021-01-11 15:00:00,2021-01-11 16:00:00,10001,Alphington,1.93,8.186,0.057,37.699,3.967,34.151,20.798,42.778,0.372,205.724,2.718,341.147,2.087
2021-01-11 16:00:00,2021-01-11 17:00:00,10001,Alphington,2.43,7.562,0.041,37.537,3.012,32.613,18.958,46.709,0.361,212.504,2.201,339.812,1.631
2021-01-11 17:00:00,2021-01-11 18:00:00,10001,Alphington,2.833,6.843,0.034,36.394,3.398,30.573,14.516,49.369,0.458,220.536,1.96,333.346,1.479
2021-01-11 18:00:00,2021-01-11 19:00:00,10001,Alphington,2.997,7.063,0.033,35.543,4.625,28.353,16.045,46.698,0.461,174.445,1.462,358.086,1.144
2021-01-11 19:00:00,2021-01-11 20:00:00,10001,Alphington,2.902,6.682,0.042,34.227,4.931,26.772,17.301,19.584,0.465,89.41,2.216,13.962,2.112
2021-01-11 20:00:00,2021-01-11 21:00:00,10001,Alphington,4.867,7.058,0.041,32.931,4.159,26.029,18.906,16.252,0.421,77.194,2.56,14.096,2.472
2021-01-11 21:00:00,2021-01-11 22:00:00,10001,Alphington,6.329,9.549,0.046,31.781,5.219,23.861,34.243,24.524,0.455,144.283,2.592,338.92,0.737
2021-01-11 22:00:00,2021-01-11 23:00:00,10001,Alphington,6.273,20.442,0.082,25.118,3.836,28.445,53.134,33.017,0.596,192.331,2.228,190.47,1.872
2021-01-11 23:00:00,2021-01-12 00:00:00,10001,Alphington,5.417,22.144,0.099,24.336,3.78,27.556,30.482,41.391,0.508,207.115,1.089,214.678,0.663
2021-01-12 00:00:00,2021-01-12 01:00:00,10001,Alphington,6.613,,,23.96,,,25.463,38.264,,134.217,0.634,135.819,0.126
2021-01-12 01:00:00,2021-01-12 02:00:00,10001,Alphington,6.388,22.671,0.1,23.426,4.403,24.995,38.248,23.134,0.728,215.102,2.725,215.075,2.486
2021-01-12 02:00:00,2021-01-12 03:00:00,10001,Alphington,7.6,27.814,0.119,21.656,2.752,25.744,32.231,26.234,0.704,203.139,2.672,203.097,2.325
2021-01-12 03:00:00,2021-01-12 04:00:00,10001,Alphington,7.432,25.293,0.12,20.222,1.707,25.806,26.641,21.317,0.572,192.428,3.022,195.384,2.838
2021-01-12 04:00:00,2021-01-12 05:00:00,10001,Alphington,7.328,30.131,0.122,19.711,1.667,21.847,23.075,23.846,0.555,184.286,2.43,188.165,2.258
2021-01-12 05:00:00,2021-01-12 06:00:00,10001,Alphington,8.017,27.033,0.125,18.824,2.619,15.323,20.142,22.619,0.563,191.477,2.638,194.271,2.477
2021-01-12 06:00:00,2021-01-12 07:00:00,10001,Alphington,7.933,23.204,0.105,18.547,3.578,12.602,15.191,24.776,0.562,188.364,2.391,192.056,2.221
2021-01-12 07:00:00,2021-01-12 08:00:00,10001,Alphington,8.995,22.416,0.081,18.902,3.268,13.316,16.282,20.216,0.61,190.777,2.796,193.775,2.661
2021-01-12 08:00:00,2021-01-12 09:00:00,10001,Alphington,9.287,19.385,0.097,19.419,2.571,13.862,17.63,26.257,0.55,179.104,2.339,183.137,2.132
2021-01-12 09:00:00,2021-01-12 10:00:00,10001,Alphington,5.334,,,,,,11.702,,,,,,
2021-01-12 10:00:00,2021-01-12 11:00:00,10001,Alphington,-1.707,,,,,,17.313,,,,,,
2021-01-12 11:00:00,2021-01-12 12:00:00,10001,Alphington,-2.998,,,,,,15.315,,,,,,
2021-01-12 12:00:00,2021-01-12 13:00:00,10001,Alphington,-0.058,,,,,,17.139,,,,,,
2021-01-12 13:00:00,2021-01-12 14:00:00,10001,Alphington,-0.177,15.212,0.102,23.355,2.296,18.419,22.452,25.105,0.707,206.852,3.617,209.147,3.32
2021-01-12 14:00:00,2021-01-12 15:00:00,10001,Alphington,1.106,18.566,0.032,23.242,2.219,17.372,28.136,24.395,0.819,204.241,3.559,207.154,3.288
2021-01-12 15:00:00,2021-01-12 16:00:00,10001,Alphington,4.975,19.841,0.018,22.686,2.114,16.739,24.683,21.683,0.849,209.467,3.927,210.973,3.663
2021-01-12 16:00:00,2021-01-12 17:00:00,10001,Alphington,10.241,21.133,0.011,21.992,1.909,16.719,29.496,23.841,0.844,203.118,3.741,205.485,3.473
2021-01-12 17:00:00,2021-01-12 18:00:00,10001,Alphington,11.173,24.046,0.026,21.933,2.226,16.647,27.723,24.246,0.821,195.414,3.096,200.629,2.842
2021-01-12 18:00:00,2021-01-12 19:00:00,10001,Alphington,12.116,23.81,0.009,20.687,2.263,16.019,28.925,25.556,0.865,183.97,2.726,189.301,2.518
2021-01-12 19:00:00,2021-01-12 20:00:00,10001,Alphington,13.497,25.241,0.007,18.966,2.853,14.035,30.314,29.768,0.813,168.584,2.006,171.053,1.765
2021-01-12 20:00:00,2021-01-12 21:00:00,10001,Alphington,16.76,25.999,0.004,17.27,3.489,12.645,31.396,34.236,0.898,167.431,1.635,166.879,1.426
2021-01-12 21:00:00,2021-01-12 22:00:00,10001,Alphington,14.302,27.333,0.004,16.334,3.496,11.346,30.006,31.59,0.835,165.714,1.282,164.722,1.124
2021-01-12 22:00:00,2021-01-12 23:00:00,10001,Alphington,10.685,27.076,0.003,15.685,4.362,10.47,28.19,28.153,0.82,177.582,1.311,181.16,1.174
2021-01-12 23:00:00,2021-01-13 00:00:00,10001,Alphington,7.475,29.467,0.007,15.052,4.359,9.651,27.165,21.289,0.83,186.187,1.148,189.755,1.077
2021-01-13 00:00:00,2021-01-13 01:00:00,10001,Alphington,5.839,,,14.785,,,26.092,23.421,,199.899,1.086,198.46,0.992
2021-01-13 01:00:00,2021-01-13 02:00:00,10001,Alphington,4.14,23.283,0.093,15.577,2.424,11.033,24.519,29.104,0.844,209.495,0.791,210.738,0.685
2021-01-13 02:00:00,2021-01-13 03:00:00,10001,Alphington,1.369,28.677,0.114,16.239,2.481,11.831,26.051,26.299,0.859,217.862,0.807,221.784,0.634
2021-01-13 03:00:00,2021-01-13 04:00:00,10001,Alphington,1.776,30.014,0.113,16.281,1.929,11.28,23.57,28.894,0.901,81.973,0.624,77.495,0.537
2021-01-13 04:00:00,2021-01-13 05:00:00,10001,Alphington,5.447,28.689,0.123,15.509,5.904,6.259,22.662,22.516,0.893,54.911,0.953,34.623,0.861
2021-01-13 05:00:00,2021-01-13 06:00:00,10001,Alphington,7.899,28.946,0.143,14.315,9.525,2.239,24.331,24.096,0.85,61.976,0.651,56.019,0.572
2021-01-13 06:00:00,2021-01-13 07:00:00,10001,Alphington,9.754,29.025,0.184,14.188,9.136,2.037,23.938,29.413,0.788,83.324,0.811,78.683,0.711
2021-01-13 07:00:00,2021-01-13 08:00:00,10001,Alphington,7.74,33.061,0.201,16.352,8.82,4.452,32.592,42.113,0.781,91.252,0.837,74.495,0.623
2021-01-13 08:00:00,2021-01-13 09:00:00,10001,Alphington,4.204,35.295,0.178,18.372,6.067,9.74,32.481,41.292,0.865,111.146,0.981,92.645,0.613
2021-01-13 09:00:00,2021-01-13 10:00:00,10001,Alphington,-0.713,34.021,0.189,21.497,6.373,14.156,33.655,40.879,0.851,126.751,0.968,114.108,0.56
2021-01-13 10:00:00,2021-01-13 11:00:00,10001,Alphington,-3.149,30.822,0.222,25.958,7.43,22.573,36.383,41.627,0.83,129.839,1.06,134.038,0.533
2021-01-13 11:00:00,2021-01-13 12:00:00,10001,Alphington,-2.299,27.74,0.223,29.138,7.395,38.255,33.904,47.724,0.749,167.019,0.997,166.309,0.579
2021-01-13 12:00:00,2021-01-13 13:00:00,10001,Alphington,1.065,26.246,0.236,31.62,6.886,49.328,28.581,40.662,0.809,159.509,1.35,172.241,0.576
2021-01-13 13:00:00,2021-01-13 14:00:00,10001,Alphington,5.284,35.112,0.316,32.021,15.482,47.857,53.524,23.799,0.866,215.283,2.493,214.673,2.252
2021-01-13 14:00:00,2021-01-13 15:00:00,10001,Alphington,10.817,37.13,0.316,29.858,15.907,49.972,53.736,23.22,0.811,216.719,2.175,216.741,1.997
2021-01-13 15:00:00,2021-01-13 16:00:00,10001,Alphington,14.841,35.85,0.324,29.258,14.756,49.444,37.926,27.18,0.798,213.22,1.616,217.02,1.427
2021-01-13 16:00:00,2021-01-13 17:00:00,10001,Alphington,15.328,33.915,0.371,29.708,20.482,44.142,39.573,27.569,0.716,185.564,0.937,191.084,0.767
2021-01-13 17:00:00,2021-01-13 18:00:00,10001,Alphington,16.254,32.96,0.449,28.423,31.746,26.563,41.545,21.223,0.746,224.224,1.445,228.92,1.339
2021-01-13 18:00:00,2021-01-13 19:00:00,10001,Alphington,15.084,40.164,0.322,25.577,12.446,30.327,52.998,34.646,0.634,190.631,1.492,206.845,1.1
2021-01-13 19:00:00,2021-01-13 20:00:00,10001,Alphington,13.016,40.142,0.319,25.497,11.678,29.213,38.443,42.662,0.487,133.566,0.657,80.536,0.244
2021-01-13 20:00:00,2021-01-13 21:00:00,10001,Alphington,13.51,41.262,0.361,23.407,16.93,20.644,40.587,20.867,0.38,114.841,0.799,10.172,0.635
2021-01-13 21:00:00,2021-01-13 22:00:00,10001,Alphington,15.02,45.957,0.405,22.582,25.883,10.738,42.405,27.568,0.519,194.412,1.346,242.67,0.921
2021-01-13 22:00:00,2021-01-13 23:00:00,10001,Alphington,16.271,41.088,0.192,20.367,7.985,21.02,21.157,21.931,2.461,242.452,3.899,241.811,3.669
2021-01-13 23:00:00,2021-01-14 00:00:00,10001,Alphington,22.453,28.893,0.146,18.708,3.682,21.56,37.739,21.823,0.414,251.481,3.385,251.065,3.164
2021-01-14 00:00:00,2021-01-14 01:00:00,10001,Alphington,21.755,,,17.384,,,25.048,25.796,,258.597,2.306,257.085,2.102
2021-01-14 01:00:00,2021-01-14 02:00:00,10001,Alphington,15.799,24.033,0.093,16.937,1.539,19.033,21.974,25.881,0.167,259.834,2.013,259.804,1.825
2021-01-14 02:00:00,2021-01-14 03:00:00,10001,Alphington,10.537,24.252,0.109,16.573,2.711,16.102,18.961,28.179,0.187,263.723,1.738,262.551,1.551
2021-01-14 03:00:00,2021-01-14 04:00:00,10001,Alphington,7.522,25.119,0.108,16.059,6.601,10.908,20.123,22.736,0.879,247.182,1.714,246.053,1.596
2021-01-14 04:00:00,2021-01-14 05:00:00,10001,Alphington,8.971,25.861,0.114,15.644,11.781,5.577,21.364,24.426,1.854,260.64,1.147,259.249,1.036
2021-01-14 05:00:00,2021-01-14 06:00:00,10001,Alphington,11.854,26.407,0.141,15.806,16.692,1.431,25.217,24.566,3.306,254.182,1.588,252.94,1.46
2021-01-14 06:00:00,2021-01-14 07:00:00,10001,Alphington,9.415,26.501,0.181,15.918,15.431,2.449,29.406,22.59,2.467,253.402,1.961,251.723,1.828
