datetime_AEST,datetime_local,location_id,location_name,SBPM25
2021-01-10 21:00:00,2021-01-10 22:00:00,10425,Campbellfield,4.452
2021-01-10 22:00:00,2021-01-10 23:00:00,10425,Campbellfield,8.281
2021-01-10 23:00:00,2021-01-11 00:00:00,10425,Campbellfield,5.61
2021-01-11 00:00:00,2021-01-11 01:00:00,10425,Campbellfield,4.064
2021-01-11 01:00:00,2021-01-11 02:00:00,10425,Campbellfield,9.749
2021-01-11 02:00:00,2021-01-11 03:00:00,10425,Campbellfield,10.597
2021-01-11 03:00:00,2021-01-11 04:00:00,10425,Campbellfield,6.533
2021-01-11 04:00:00,2021-01-11 05:00:00,10425,Campbellfield,7.033
2021-01-11 05:00:00,2021-01-11 06:00:00,10425,Campbellfield,6.322
2021-01-11 06:00:00,2021-01-11 07:00:00,10425,Campbellfield,8.452
2021-01-11 07:00:00,2021-01-11 08:00:00,10425,Campbellfield,8.518
2021-01-11 08:00:00,2021-01-11 09:00:00,10425,Campbellfield,10.833
2021-01-11 09:00:00,2021-01-11 10:00:00,10425,Campbellfield,11.817
2021-01-11 10:00:00,2021-01-11 11:00:00,10425,Campbellfield,11.302
2021-01-11 11:00:00,2021-01-11 12:00:00,10425,Campbellfield,8.49
2021-01-11 12:00:00,2021-01-11 13:00:00,10425,Campbellfield,8.733
2021-01-11 13:00:00,2021-01-11 14:00:00,10425,Campbellfield,5.175
2021-01-11 14:00:00,2021-01-11 15:00:00,10425,Campbellfield,1.963
2021-01-11 15:00:00,2021-01-11 16:00:00,10425,Campbellfield,8.203
2021-01-11 16:00:00,2021-01-11 17:00:00,10425,Campbellfield,3.582
2021-01-11 17:00:00,2021-01-11 18:00:00,10425,Campbellfield,3.692
2021-01-11 18:00:00,2021-01-11 19:00:00,10425,Campbellfield,-1.842
2021-01-11 19:00:00,2021-01-11 20:00:00,10425,Campbellfield,0.344
2021-01-11 20:00:00,2021-01-11 21:00:00,10425,Campbellfield,-0.796
2021-01-11 21:00:00,2021-01-11 22:00:00,10425,Campbellfield,0.905
2021-01-11 22:00:00,2021-01-11 23:00:00,10425,Campbellfield,0.451
2021-01-11 23:00:00,2021-01-12 00:00:00,10425,Campbellfield,8.173
2021-01-12 00:00:00,2021-01-12 01:00:00,10425,Campbellfield,2.779
2021-01-12 01:00:00,2021-01-12 02:00:00,10425,Campbellfield,6.816
2021-01-12 02:00:00,2021-01-12 03:00:00,10425,Campbellfield,8.184
2021-01-12 03:00:00,2021-01-12 04:00:00,10425,Campbellfield,5.987
2021-01-12 04:00:00,2021-01-12 05:00:00,10425,Campbellfield,5.638
2021-01-12 05:00:00,2021-01-12 06:00:00,10425,Campbellfield,6.916
2021-01-12 06:00:00,2021-01-12 07:00:00,10425,Campbellfield,3.555
2021-01-12 07:00:00,2021-01-12 08:00:00,10425,Campbellfield,0.974
2021-01-12 08:00:00,2021-01-12 09:00:00,10425,Campbellfield,4.736
2021-01-12 09:00:00,2021-01-12 10:00:00,10425,Campbellfield,8.115
2021-01-12 10:00:00,2021-01-12 11:00:00,10425,Campbellfield,3.717
2021-01-12 11:00:00,2021-01-12 12:00:00,10425,Campbellfield,2.403
2021-01-12 12:00:00,2021-01-12 13:00:00,10425,Campbellfield,4.831
2021-01-12 13:00:00,2021-01-12 14:00:00,10425,Campbellfield,3.636
2021-01-12 14:00:00,2021-01-12 15:00:00,10425,Campbellfield,9.429
2021-01-12 15:00:00,2021-01-12 16:00:00,10425,Campbellfield,7.662
2021-01-12 16:00:00,2021-01-12 17:00:00,10425,Campbellfield,10.324
2021-01-12 17:00:00,2021-01-12 18:00:00,10425,Campbellfield,2.299
2021-01-12 18:00:00,2021-01-12 19:00:00,10425,Campbellfield,3.886
2021-01-12 19:00:00,2021-01-12 20:00:00,10425,Campbellfield,8.165
2021-01-12 20:00:00,2021-01-12 21:00:00,10425,Campbellfield,6.962
2021-01-12 21:00:00,2021-01-12 22:00:00,10425,Campbellfield,7.892
2021-01-12 22:00:00,2021-01-12 23:00:00,10425,Campbellfield,4.797
2021-01-12 23:00:00,2021-01-13 00:00:00,10425,Campbellfield,4.358
2021-01-13 00:00:00,2021-01-13 01:00:00,10425,Campbellfield,1.6
2021-01-13 01:00:00,2021-01-13 02:00:00,10425,Campbellfield,2.124
2021-01-13 02:00:00,2021-01-13 03:00:00,10425,Campbellfield,3.62
2021-01-13 03:00:00,2021-01-13 04:00:00,10425,Campbellfield,8.096
2021-01-13 04:00:00,2021-01-13 05:00:00,10425,Campbellfield,7.025
2021-01-13 05:00:00,2021-01-13 06:00:00,10425,Campbellfield,4.992
2021-01-13 06:00:00,2021-01-13 07:00:00,10425,Campbellfield,6.082
2021-01-13 07:00:00,2021-01-13 08:00:00,10425,Campbellfield,13.766
2021-01-13 08:00:00,2021-01-13 09:00:00,10425,Campbellfield,9.18
2021-01-13 09:00:00,2021-01-13 10:00:00,10425,Campbellfield,11.737
2021-01-13 10:00:00,2021-01-13 11:00:00,10425,Campbellfield,21.201
2021-01-13 11:00:00,2021-01-13 12:00:00,10425,Campbellfield,23.278
2021-01-13 12:00:00,2021-01-13 13:00:00,10425,Campbellfield,10.786
2021-01-13 13:00:00,2021-01-13 14:00:00,10425,Campbellfield,22.133
2021-01-13 14:00:00,2021-01-13 15:00:00,10425,Campbellfield,11.001
2021-01-13 15:00:00,2021-01-13 16:00:00,10425,Campbellfield,10.905
2021-01-13 16:00:00,2021-01-13 17:00:00,10425,Campbellfield,8.382
2021-01-13 17:00:00,2021-01-13 18:00:00,10425,Campbellfield,9.23
2021-01-13 18:00:00,2021-01-13 19:00:00,10425,Campbellfield,10.103
2021-01-13 19:00:00,2021-01-13 20:00:00,10425,Campbellfield,3.566
2021-01-13 20:00:00,2021-01-13 21:00:00,10425,Campbellfield,7.964
2021-01-13 21:00:00,2021-01-13 22:00:00,10425,Campbellfield,12.816
2021-01-13 22:00:00,2021-01-13 23:00:00,10425,Campbellfield,10.988
2021-01-13 23:00:00,2021-01-14 00:00:00,10425,Campbellfield,6.378
2021-01-14 00:00:00,2021-01-14 01:00:00,10425,Campbellfield,4.622
2021-01-14 01:00:00,2021-01-14 02:00:00,10425,Campbellfield,5.357
2021-01-14 02:00:00,2021-01-14 03:00:00,10425,Campbellfield,6.103
2021-01-14 03:00:00,2021-01-14 04:00:00,10425,Campbellfield,7.052
2021-01-14 04:00:00,2021-01-14 05:00:00,10425,Campbellfield,5.441
2021-01-14 05:00:00,2021-01-14 06:00:00,10425,Campbellfield,6.707
2021-01-14 06:00:00,2021-01-14 07:00:00,10425,Campbellfield,6.724
2021-01-14 07:00:00,2021-01-14 08:00:00,10425,Campbellfield,5.364
2021-01-14 08:00:00,2021-01-14 09:00:00,10425,Campbellfield,4.844
2021-01-14 09:00:00,2021-01-14 10:00:00,10425,Campbellfield,7.457
2021-01-14 10:00:00,2021-01-14 11:00:00,10425,Campbellfield,2.196
2021-01-14 11:00:00,2021-01-14 12:00:00,10425,Campbellfield,5.467
2021-01-14 12:00:00,2021-01-14 13:00:00,10425,Campbellfield,8.429
2021-01-14 13:00:00,2021-01-14 14:00:00,10425,Campbellfield,4.081
2021-01-14 14:00:00,2021-01-14 15:00:00,10425,Campbellfield,1.555
2021-01-14 15:00:00,2021-01-14 16:00:00,10425,Campbellfield,8.141
2021-01-14 16:00:00,2021-01-14 17:00:00,10425,Campbellfield,1.781
2021-01-14 17:00:00,2021-01-14 18:00:00,10425,Campbellfield,5.597
2021-01-14 18:00:00,2021-01-14 19:00:00,10425,Campbellfield,-0.966
2021-01-14 19:00:00,2021-01-14 20:00:00,10425,Campbellfield,5.283
2021-01-14 20:00:00,2021-01-14 21:00:00,10425,Campbellfield,2.268
2021-01-14 21:00:00,2021-01-14 22:00:00,10425,Campbellfield,1.613
2021-01-14 22:00:00,2021-01-14 23:00:00,10425,Campbellfield,0.647
2021-01-14 23:00:00,2021-01-15 00:00:00,10425,Campbellfield,3.002
2021-01-15 00:00:00,2021-01-15 01:00:00,10425,Campbellfield,1.292
2021-01-15 01:00:00,2021-01-15 02:00:00,10425,Campbellfield,0.965
2021-01-15 02:00:00,2021-01-15 03:00:00,10425,Campbellfield,2.991
2021-01-15 03:00:00,2021-01-15 04:00:00,10425,Campbellfield,2.242
2021-01-15 04:00:00,2021-01-15 05:00:00,10425,Campbellfield,6.471
2021-01-15 05:00:00,2021-01-15 06:00:00,10425,Campbellfield,-2.949
2021-01-15 06:00:00,2021-01-15 07:00:00,10425,Campbellfield,2.337
2021-01-15 07:00:00,2021-01-15 08:00:00,10425,Campbellfield,6.344
2021-01-15 08:00:00,2021-01-15 09:00:00,10425,Campbellfield,1.854
