datetime_AEST,datetime_local,location_id,location_name,DBT,O3,SBPM25,Sigma05,SWD,SWS,VWD,VWS
2020-12-31 23:00:00,2021-01-01 00:00:00,10169,Melton,17.498,10.206,6.168,19.394,242.604,1.284,239.62,1.05
2021-01-01 00:00:00,2021-01-01 01:00:00,10169,Melton,16.394,,8.778,9.546,278.147,1.296,277.68,1.25
2021-01-01 01:00:00,2021-01-01 02:00:00,10169,Melton,15.556,6.908,8.608,9.5,291.527,1.253,292.3,1.2
2021-01-01 02:00:00,2021-01-01 03:00:00,10169,Melton,15.132,4.951,10.454,9.511,313.307,1.389,314.22,1.34
2021-01-01 03:00:00,2021-01-01 04:00:00,10169,Melton,15.28,5.15,6.874,8.374,303.465,1.41,306.23,1.35
2021-01-01 04:00:00,2021-01-01 05:00:00,10169,Melton,15.004,4.815,9.582,9.307,308.568,1.275,310.96,1.22
2021-01-01 05:00:00,2021-01-01 06:00:00,10169,Melton,15.044,4.291,0.007,10.822,291.523,1.14,292.24,1.11
2021-01-01 06:00:00,2021-01-01 07:00:00,10169,Melton,16.733,7.522,0.517,14.016,276.334,1.557,273.82,1.48
2021-01-01 07:00:00,2021-01-01 08:00:00,10169,Melton,19.303,11.359,7.178,31.222,204.359,0.986,239.86,0.29
2021-01-01 08:00:00,2021-01-01 09:00:00,10169,Melton,21.767,16.176,5.599,40.929,105.438,1.183,90.46,0.94
2021-01-01 09:00:00,2021-01-01 10:00:00,10169,Melton,24.523,19.876,14.867,18.85,80.514,3.267,76.85,2.77
2021-01-01 10:00:00,2021-01-01 11:00:00,10169,Melton,26.817,24.296,6.522,19.119,54.378,4.38,43.47,4.07
2021-01-01 11:00:00,2021-01-01 12:00:00,10169,Melton,27.465,26.302,11.676,16.994,60.024,5.454,58.01,5.07
2021-01-01 12:00:00,2021-01-01 13:00:00,10169,Melton,28.781,30.701,5.953,18.837,52.965,4.967,33.09,4.62
2021-01-01 13:00:00,2021-01-01 14:00:00,10169,Melton,28.718,34.68,3.739,21.122,60.619,3.895,41.24,3.49
2021-01-01 14:00:00,2021-01-01 15:00:00,10169,Melton,28.4,35.447,3.906,18.653,66.215,3.796,32.86,3.5
2021-01-01 15:00:00,2021-01-01 16:00:00,10169,Melton,27.75,33.311,5.868,15.403,80.43,4.061,17.74,3.83
2021-01-01 16:00:00,2021-01-01 17:00:00,10169,Melton,27.849,35.309,-3.69,15.11,75.567,3.462,22.32,3.18
2021-01-01 17:00:00,2021-01-01 18:00:00,10169,Melton,28.105,35.429,6.962,15.654,52.664,3.274,48.75,3.02
2021-01-01 18:00:00,2021-01-01 19:00:00,10169,Melton,27.122,31.297,1.684,12.498,34.68,3.225,24.21,3.14
2021-01-01 19:00:00,2021-01-01 20:00:00,10169,Melton,26.131,27.835,2.635,13.441,41.023,2.077,36.88,1.97
2021-01-01 20:00:00,2021-01-01 21:00:00,10169,Melton,25.107,22.254,5.13,11.813,48.932,1.556,49.84,1.47
2021-01-01 21:00:00,2021-01-01 22:00:00,10169,Melton,23.04,12.855,1.937,8.171,47.287,0.663,42.36,0.64
2021-01-01 22:00:00,2021-01-01 23:00:00,10169,Melton,21.67,8.797,4.517,29.242,157.207,0.743,160.07,0.3
2021-01-01 23:00:00,2021-01-02 00:00:00,10169,Melton,20.259,9.256,6.991,19.095,202.11,0.843,155.74,0.25
2021-01-02 00:00:00,2021-01-02 01:00:00,10169,Melton,18.642,,5.112,13.736,277.789,0.914,280.02,0.87
2021-01-02 01:00:00,2021-01-02 02:00:00,10169,Melton,17.741,4.497,5.162,12.487,256.303,1.213,302.03,0.96
2021-01-02 02:00:00,2021-01-02 03:00:00,10169,Melton,17.111,4.624,6.932,29.598,245.573,0.687,291.35,0.49
2021-01-02 03:00:00,2021-01-02 04:00:00,10169,Melton,16.595,2.469,4.759,31.98,208.882,0.738,340.5,0.52
2021-01-02 04:00:00,2021-01-02 05:00:00,10169,Melton,16.17,0.888,5.325,19.086,148.263,0.743,154.52,0.36
2021-01-02 05:00:00,2021-01-02 06:00:00,10169,Melton,15.954,1.464,3.986,17.435,230.818,0.942,320.8,0.57
2021-01-02 06:00:00,2021-01-02 07:00:00,10169,Melton,18.727,5.643,2.839,12.604,257.927,1.365,343.71,1.28
2021-01-02 07:00:00,2021-01-02 08:00:00,10169,Melton,22.169,14.826,-0.795,14.975,242.666,1.958,340.97,1.73
2021-01-02 08:00:00,2021-01-02 09:00:00,10169,Melton,22.488,15.558,10.27,15.616,61.929,2.402,28.99,2.26
2021-01-02 09:00:00,2021-01-02 10:00:00,10169,Melton,23.425,17.36,-1.598,23.145,209.75,1.598,352.1,1.39
2021-01-02 10:00:00,2021-01-02 11:00:00,10169,Melton,24.65,19.527,1.368,28.532,276.256,2.331,322.31,1.9
2021-01-02 11:00:00,2021-01-02 12:00:00,10169,Melton,25.547,20.987,8.424,22.667,243.245,2.06,342.29,1.65
2021-01-02 12:00:00,2021-01-02 13:00:00,10169,Melton,27.106,24.416,4.683,34.667,148.795,1.744,33.17,0.54
2021-01-02 13:00:00,2021-01-02 14:00:00,10169,Melton,27.177,26.038,10.945,31.963,181.483,1.652,129.24,0.16
2021-01-02 14:00:00,2021-01-02 15:00:00,10169,Melton,25.366,26.47,0.464,9.978,123.311,3.928,122.62,3.83
2021-01-02 15:00:00,2021-01-02 16:00:00,10169,Melton,23.155,26.32,6.369,11.144,147.204,3.267,147.35,3.05
2021-01-02 16:00:00,2021-01-02 17:00:00,10169,Melton,22.796,30.047,,12.414,150.659,4.521,149.45,4.38
2021-01-02 17:00:00,2021-01-02 18:00:00,10169,Melton,22.432,28.257,3.662,12.852,140.248,3.74,138.46,3.45
2021-01-02 18:00:00,2021-01-02 19:00:00,10169,Melton,21.133,26.526,10.793,9.652,124.018,3.877,125.01,3.81
2021-01-02 19:00:00,2021-01-02 20:00:00,10169,Melton,20.227,22.219,8.773,11.744,144.111,2.475,141.49,2.28
2021-01-02 20:00:00,2021-01-02 21:00:00,10169,Melton,19.604,20.026,7.532,14.238,182.926,2.862,183.61,2.74
2021-01-02 21:00:00,2021-01-02 22:00:00,10169,Melton,18.375,19.248,6.202,13.32,203.501,4.055,204.26,3.96
2021-01-02 22:00:00,2021-01-02 23:00:00,10169,Melton,17.948,14.924,7.112,14.357,206.238,2.987,206.23,2.9
2021-01-02 23:00:00,2021-01-03 00:00:00,10169,Melton,17.724,12.675,7.239,14.697,219.401,2.321,219.68,2.23
2021-01-03 00:00:00,2021-01-03 01:00:00,10169,Melton,17.781,,6.933,15.883,203.386,1.654,205.67,1.59
2021-01-03 01:00:00,2021-01-03 02:00:00,10169,Melton,17.683,11.057,3.861,15.754,226.208,1.281,227.35,1.16
2021-01-03 02:00:00,2021-01-03 03:00:00,10169,Melton,17.604,11.375,4.746,14.736,214.658,1.116,212.36,0.97
2021-01-03 03:00:00,2021-01-03 04:00:00,10169,Melton,17.621,10.005,6.99,12.051,275.507,1.406,274.3,1.31
2021-01-03 04:00:00,2021-01-03 05:00:00,10169,Melton,17.497,8.318,8.833,14.048,270.867,1.605,267.64,1.42
2021-01-03 05:00:00,2021-01-03 06:00:00,10169,Melton,17.523,6.806,8.979,19.14,239.143,2.021,232.14,1.7
2021-01-03 06:00:00,2021-01-03 07:00:00,10169,Melton,17.534,6.789,5.701,18.861,253.123,1.795,248.5,1.59
2021-01-03 07:00:00,2021-01-03 08:00:00,10169,Melton,17.182,8.847,8.575,21.614,249.125,1.876,262.52,1.61
2021-01-03 08:00:00,2021-01-03 09:00:00,10169,Melton,17.121,8.989,5.155,15.293,281.321,1.612,283,1.49
2021-01-03 09:00:00,2021-01-03 10:00:00,10169,Melton,18.057,12.569,2.656,18.213,262.626,1.629,263.01,1.52
2021-01-03 10:00:00,2021-01-03 11:00:00,10169,Melton,20.421,20.834,0.808,20.986,254.024,2.131,253.64,1.93
2021-01-03 11:00:00,2021-01-03 12:00:00,10169,Melton,22.468,25.433,7.149,25.984,261.034,2.219,263.27,1.86
2021-01-03 12:00:00,2021-01-03 13:00:00,10169,Melton,24.163,28.011,6.14,24.372,231.496,2.608,229.48,2.14
2021-01-03 13:00:00,2021-01-03 14:00:00,10169,Melton,25.736,29.774,9.317,22.58,231.468,3.546,233.96,3.11
2021-01-03 14:00:00,2021-01-03 15:00:00,10169,Melton,26.645,29.516,6.9,18.402,255.395,4.266,255.24,3.99
2021-01-03 15:00:00,2021-01-03 16:00:00,10169,Melton,26.498,28.432,2.784,14.894,242.643,4.916,242.92,4.64
2021-01-03 16:00:00,2021-01-03 17:00:00,10169,Melton,23.571,20.402,6.572,16.503,212.019,6.105,213.47,5.81
2021-01-03 17:00:00,2021-01-03 18:00:00,10169,Melton,20.844,16.334,1.221,13.025,220.71,6.608,220.54,6.42
2021-01-03 18:00:00,2021-01-03 19:00:00,10169,Melton,19.447,14.948,-3.069,12.544,232.84,5.837,233.31,5.7
2021-01-03 19:00:00,2021-01-03 20:00:00,10169,Melton,18.159,14.435,-1.131,12.138,235.004,5.629,235.04,5.51
2021-01-03 20:00:00,2021-01-03 21:00:00,10169,Melton,16.917,13.997,0.82,11.861,242.988,5.006,242.36,4.87
2021-01-03 21:00:00,2021-01-03 22:00:00,10169,Melton,16.851,13.737,0.23,13.778,263.923,4.422,263.97,4.29
2021-01-03 22:00:00,2021-01-03 23:00:00,10169,Melton,16.818,12.909,-0.312,14.156,276.1,4.158,275.87,4.03
2021-01-03 23:00:00,2021-01-04 00:00:00,10169,Melton,16.111,12.929,2.519,14.219,262.349,4.329,262.56,4.17
2021-01-04 00:00:00,2021-01-04 01:00:00,10169,Melton,15.923,,2.371,12.818,244.748,4.077,244.42,3.98
2021-01-04 01:00:00,2021-01-04 02:00:00,10169,Melton,15.848,12.757,0.999,13.371,229.692,3.997,229.57,3.86
2021-01-04 02:00:00,2021-01-04 03:00:00,10169,Melton,15.732,13.841,0.652,13.066,214.714,4.07,214.12,3.96
2021-01-04 03:00:00,2021-01-04 04:00:00,10169,Melton,15.436,13.743,0.225,11.976,205.542,4.803,205.6,4.7
2021-01-04 04:00:00,2021-01-04 05:00:00,10169,Melton,14.974,14.549,1.262,13.327,205.6,4.356,205.67,4.25
2021-01-04 05:00:00,2021-01-04 06:00:00,10169,Melton,14.85,13.922,-0.181,12.441,203.886,4.501,204.06,4.4
2021-01-04 06:00:00,2021-01-04 07:00:00,10169,Melton,14.867,13.929,1.25,12.187,200.544,4.554,201.04,4.45
2021-01-04 07:00:00,2021-01-04 08:00:00,10169,Melton,15.389,13.357,2.332,14.459,187.172,4.001,187.52,3.87
2021-01-04 08:00:00,2021-01-04 09:00:00,10169,Melton,15.608,13.225,-0.052,12.253,179.46,4.417,179.18,4.3
2021-01-04 09:00:00,2021-01-04 10:00:00,10169,Melton,15.775,13.268,6.286,13.571,183.945,4.547,183.93,4.42
2021-01-04 10:00:00,2021-01-04 11:00:00,10169,Melton,16.435,14.267,5.29,13.713,179.68,5.035,180.59,4.86
2021-01-04 11:00:00,2021-01-04 12:00:00,10169,Melton,16.583,14.364,5.269,12.981,176.621,4.91,176.77,4.77
2021-01-04 12:00:00,2021-01-04 13:00:00,10169,Melton,16.079,14.171,4.418,12.885,182.546,5.248,182.74,5.09
2021-01-04 13:00:00,2021-01-04 14:00:00,10169,Melton,16.411,13.761,0.937,14.03,177.966,4.135,177.48,4
2021-01-04 14:00:00,2021-01-04 15:00:00,10169,Melton,17.676,14.245,5.189,14.29,185.878,4.935,186.17,4.78
2021-01-04 15:00:00,2021-01-04 16:00:00,10169,Melton,17.653,14.757,8.56,13.829,187.687,4.88,187.84,4.74
2021-01-04 16:00:00,2021-01-04 17:00:00,10169,Melton,17.579,14.506,5.888,13.335,185.221,5.14,185.49,5
2021-01-04 17:00:00,2021-01-04 18:00:00,10169,Melton,17.344,14.484,6.663,13.321,185.152,5.52,185.39,5.37
2021-01-04 18:00:00,2021-01-04 19:00:00,10169,Melton,16.989,14.015,6.247,14.234,185.228,4.752,185.64,4.6
2021-01-04 19:00:00,2021-01-04 20:00:00,10169,Melton,16.345,13.004,8.003,13.092,193.543,4.643,194.44,4.51
2021-01-04 20:00:00,2021-01-04 21:00:00,10169,Melton,15.183,12.208,6.445,13.283,200.749,4.562,201.52,4.45
2021-01-04 21:00:00,2021-01-04 22:00:00,10169,Melton,14.692,13.215,8.272,12.504,203.963,4.558,204.38,4.46
2021-01-04 22:00:00,2021-01-04 23:00:00,10169,Melton,15.096,12.044,2.899,12.375,199.934,4.154,200.51,4.06
2021-01-04 23:00:00,2021-01-05 00:00:00,10169,Melton,15.39,12.088,-0.461,14.167,192.725,4.137,193.62,4.02
2021-01-05 00:00:00,2021-01-05 01:00:00,10169,Melton,15.466,,2.498,13.543,195.101,4.099,195.98,3.99
2021-01-05 01:00:00,2021-01-05 02:00:00,10169,Melton,15.422,11.835,4.242,12.58,198.722,4.65,199.18,4.55
2021-01-05 02:00:00,2021-01-05 03:00:00,10169,Melton,15.687,11.736,3.762,12.883,196.591,4.016,197.25,3.92
2021-01-05 03:00:00,2021-01-05 04:00:00,10169,Melton,15.883,12.177,0.188,13.896,187.855,3.741,187.82,3.63
2021-01-05 04:00:00,2021-01-05 05:00:00,10169,Melton,16.038,12.42,0.317,12.818,178.254,4.441,177.86,4.33
2021-01-05 05:00:00,2021-01-05 06:00:00,10169,Melton,16.034,13.331,1.893,12.68,175.198,4.796,175.38,4.68
2021-01-05 06:00:00,2021-01-05 07:00:00,10169,Melton,16.027,12.928,1.614,13.023,179.358,5.191,179.13,5.06
2021-01-05 07:00:00,2021-01-05 08:00:00,10169,Melton,16.118,12.818,1.711,12.165,177.656,5.008,177.4,4.9
2021-01-05 08:00:00,2021-01-05 09:00:00,10169,Melton,16.316,12.426,5.17,12.668,170.842,4.916,171.19,4.8
2021-01-05 09:00:00,2021-01-05 10:00:00,10169,Melton,16.479,13.073,2.003,12.298,168.667,5.022,168.89,4.9
2021-01-05 10:00:00,2021-01-05 11:00:00,10169,Melton,16.726,13.452,-2.475,12.838,165.86,5.002,165.79,4.87
2021-01-05 11:00:00,2021-01-05 12:00:00,10169,Melton,17.215,14.141,0.153,13.217,166.248,4.787,165.71,4.64
2021-01-05 12:00:00,2021-01-05 13:00:00,10169,Melton,17.073,13.887,2,12.493,173.655,4.516,173.42,4.38
2021-01-05 13:00:00,2021-01-05 14:00:00,10169,Melton,16.901,13.985,4.024,13.431,174.745,4.352,174.63,4.22
2021-01-05 14:00:00,2021-01-05 15:00:00,10169,Melton,17.262,13.499,7.023,12.744,171.311,4.478,171.37,4.35
2021-01-05 15:00:00,2021-01-05 16:00:00,10169,Melton,17.499,12.845,1.839,12.369,173.22,4.937,173.61,4.82
2021-01-05 16:00:00,2021-01-05 17:00:00,10169,Melton,17.936,13.933,-3.121,12.826,179.273,4.76,179.1,4.64
2021-01-05 17:00:00,2021-01-05 18:00:00,10169,Melton,17.882,14.072,10.348,13.193,180.501,4.376,180.79,4.26
2021-01-05 18:00:00,2021-01-05 19:00:00,10169,Melton,17.407,13.05,5.801,12.287,175.127,4.443,175.16,4.34
2021-01-05 19:00:00,2021-01-05 20:00:00,10169,Melton,16.707,12.18,5.462,13.383,179.683,3.81,179.12,3.71
2021-01-05 20:00:00,2021-01-05 21:00:00,10169,Melton,16.291,11.93,4.402,14.005,184.929,3.295,185,3.2
2021-01-05 21:00:00,2021-01-05 22:00:00,10169,Melton,15.928,12.165,5.414,14.722,190.827,3.673,191.49,3.56
2021-01-05 22:00:00,2021-01-05 23:00:00,10169,Melton,15.733,11.539,3.453,13.027,181.22,3.317,181.49,3.23
2021-01-05 23:00:00,2021-01-06 00:00:00,10169,Melton,15.467,11.265,3.718,13.957,176.384,3.084,177.45,2.98
2021-01-06 00:00:00,2021-01-06 01:00:00,10169,Melton,14.018,,4.743,12.076,193.714,4.361,195.41,4.22
2021-01-06 01:00:00,2021-01-06 02:00:00,10169,Melton,13.574,12.401,3.62,13.38,194.523,3.689,194.97,3.59
2021-01-06 02:00:00,2021-01-06 03:00:00,10169,Melton,13.371,11.295,-0.643,13.55,207.589,3.155,207.72,3.05
2021-01-06 03:00:00,2021-01-06 04:00:00,10169,Melton,13.237,11.452,1.531,12.598,213.634,2.87,213.65,2.8
2021-01-06 04:00:00,2021-01-06 05:00:00,10169,Melton,12.903,11.619,1.065,11.385,210.605,3.35,210.43,3.28
2021-01-06 05:00:00,2021-01-06 06:00:00,10169,Melton,12.744,11.707,8.865,13.184,216.479,2.013,214.74,1.93
2021-01-06 06:00:00,2021-01-06 07:00:00,10169,Melton,12.873,11.361,-0.827,12.957,230.359,2.315,230.56,2.25
2021-01-06 07:00:00,2021-01-06 08:00:00,10169,Melton,13.447,11.406,3.786,14.459,224.634,2.407,225.61,2.32
2021-01-06 08:00:00,2021-01-06 09:00:00,10169,Melton,14.635,11.438,0.294,16.02,210.614,2.228,208.95,2.08
2021-01-06 09:00:00,2021-01-06 10:00:00,10169,Melton,16.084,13.274,3.331,17.001,187.852,3.666,187.1,3.47
2021-01-06 10:00:00,2021-01-06 11:00:00,10169,Melton,17.11,13.76,2.165,14.146,178.487,4.176,178.23,4.03
2021-01-06 11:00:00,2021-01-06 12:00:00,10169,Melton,17.747,14.784,,14.203,176.197,4.596,175.95,4.43
2021-01-06 12:00:00,2021-01-06 13:00:00,10169,Melton,18.375,15.899,,15.021,184.634,4.691,185.49,4.43
2021-01-06 13:00:00,2021-01-06 14:00:00,10169,Melton,18.534,15.154,,14.96,182.78,5.201,183.79,4.95
2021-01-06 14:00:00,2021-01-06 15:00:00,10169,Melton,18.514,13.96,,14.956,166.684,4.977,166.63,4.76
2021-01-06 15:00:00,2021-01-06 16:00:00,10169,Melton,18.302,12.501,,13.894,172.952,4.957,172.21,4.75
2021-01-06 16:00:00,2021-01-06 17:00:00,10169,Melton,17.818,11.898,4.176,14.461,178.412,4.325,178.43,4.18
2021-01-06 17:00:00,2021-01-06 18:00:00,10169,Melton,17.332,11.556,5.002,13.584,177.015,4.326,176.85,4.19
2021-01-06 18:00:00,2021-01-06 19:00:00,10169,Melton,16.948,11.603,1.987,13.506,182.467,4.089,182.77,3.96
2021-01-06 19:00:00,2021-01-06 20:00:00,10169,Melton,16.332,10.965,3.367,14.354,188.452,3.428,189.1,3.33
2021-01-06 20:00:00,2021-01-06 21:00:00,10169,Melton,15.856,10.937,5.147,14.459,188.722,2.894,189.64,2.81
2021-01-06 21:00:00,2021-01-06 22:00:00,10169,Melton,15.419,9.003,5.807,14.042,192.751,2.001,193.11,1.93
2021-01-06 22:00:00,2021-01-06 23:00:00,10169,Melton,15.383,9.882,4.993,13.334,181.105,2.74,180.46,2.65
2021-01-06 23:00:00,2021-01-07 00:00:00,10169,Melton,15.242,11.077,4.351,14.928,187.785,2.892,188.19,2.8
2021-01-07 00:00:00,2021-01-07 01:00:00,10169,Melton,14.822,,2.782,15.932,194.022,2.085,193.68,1.99
2021-01-07 01:00:00,2021-01-07 02:00:00,10169,Melton,14.755,11.305,6.258,15.286,191.098,2.368,191.72,2.29
2021-01-07 02:00:00,2021-01-07 03:00:00,10169,Melton,14.662,11.85,6.853,13.478,197.59,2.444,198.52,2.37
2021-01-07 03:00:00,2021-01-07 04:00:00,10169,Melton,14.705,11.714,9.032,15.292,189.128,2.355,189.8,2.27
2021-01-07 04:00:00,2021-01-07 05:00:00,10169,Melton,14.569,11.5,6.804,13.448,186.653,2.938,187.03,2.85
2021-01-07 05:00:00,2021-01-07 06:00:00,10169,Melton,14.592,11.201,11.903,15.306,199.349,2.16,197.88,2.04
2021-01-07 06:00:00,2021-01-07 07:00:00,10169,Melton,15.354,10.943,8.328,14.714,205.81,2.082,205.57,2.02
2021-01-07 07:00:00,2021-01-07 08:00:00,10169,Melton,16.553,11.244,7.964,14.921,199.371,2.334,200.39,2.23
2021-01-07 08:00:00,2021-01-07 09:00:00,10169,Melton,18.354,13.148,11.043,15.222,169.64,3.284,163.67,2.8
2021-01-07 09:00:00,2021-01-07 10:00:00,10169,Melton,19.897,16.751,10.986,14.93,143.155,4.583,142.43,4.31
2021-01-07 10:00:00,2021-01-07 11:00:00,10169,Melton,21.039,19.451,12.194,16.374,157.246,4.154,156.35,3.9
2021-01-07 11:00:00,2021-01-07 12:00:00,10169,Melton,21.805,22.595,4.937,15.74,156.694,4.624,156.49,4.39
2021-01-07 12:00:00,2021-01-07 13:00:00,10169,Melton,22.889,25.053,7.134,14.938,161.862,5.425,160.91,5.15
2021-01-07 13:00:00,2021-01-07 14:00:00,10169,Melton,23.422,26.403,7.737,13.816,154.046,6.132,153.38,5.93
2021-01-07 14:00:00,2021-01-07 15:00:00,10169,Melton,24.024,27.637,13.546,14.593,154.609,5.992,154.07,5.76
2021-01-07 15:00:00,2021-01-07 16:00:00,10169,Melton,24.091,27.364,11.756,13.685,156.304,6.187,155.9,6
2021-01-07 16:00:00,2021-01-07 17:00:00,10169,Melton,24.002,26.49,13.633,12.952,158.231,5.756,157.56,5.59
2021-01-07 17:00:00,2021-01-07 18:00:00,10169,Melton,23.343,22.645,9.37,12.624,164.471,5.483,164.05,5.34
2021-01-07 18:00:00,2021-01-07 19:00:00,10169,Melton,22.22,18.393,10.922,12.828,167.039,4.769,166.58,4.65
2021-01-07 19:00:00,2021-01-07 20:00:00,10169,Melton,20.688,15.097,10.358,12.048,168.472,3.707,168.2,3.62
2021-01-07 20:00:00,2021-01-07 21:00:00,10169,Melton,19.058,12.043,10.276,12.755,180.138,1.845,178.79,1.78
2021-01-07 21:00:00,2021-01-07 22:00:00,10169,Melton,18.347,11.174,6.896,11.235,156.058,2.073,153.51,1.98
2021-01-07 22:00:00,2021-01-07 23:00:00,10169,Melton,17.845,10.766,4.424,9.845,136.586,3.038,136.57,2.99
2021-01-07 23:00:00,2021-01-08 00:00:00,10169,Melton,17.082,11.547,1.349,10.966,144.073,2.703,143.8,2.65
2021-01-08 00:00:00,2021-01-08 01:00:00,10169,Melton,16.221,,4.583,12.718,159.99,2.411,158.74,2.35
2021-01-08 01:00:00,2021-01-08 02:00:00,10169,Melton,15.525,11.539,3.511,17.435,198.346,1.495,197.99,1.4
2021-01-08 02:00:00,2021-01-08 03:00:00,10169,Melton,14.533,9.809,6.663,15.955,232.588,1.306,233.94,1.17
2021-01-08 03:00:00,2021-01-08 04:00:00,10169,Melton,13.773,8.923,-0.363,9.64,233.728,1.69,232.31,1.62
2021-01-08 04:00:00,2021-01-08 05:00:00,10169,Melton,13.438,8.098,1.013,16.155,216.466,1.269,214.93,0.87
2021-01-08 05:00:00,2021-01-08 06:00:00,10169,Melton,12.735,3.189,2.885,11.212,289.096,1.681,290.13,1.64
2021-01-08 06:00:00,2021-01-08 07:00:00,10169,Melton,14.78,7.286,-0.244,13.47,273.772,1.924,273.42,1.85
2021-01-08 07:00:00,2021-01-08 08:00:00,10169,Melton,16.448,11.059,3.105,18.813,268.759,2.329,270.98,2.14
2021-01-08 08:00:00,2021-01-08 09:00:00,10169,Melton,18.316,12.339,8.639,18.809,267.472,2.441,267.5,2.24
2021-01-08 09:00:00,2021-01-08 10:00:00,10169,Melton,20.443,15.861,7.045,33.663,217.634,1.874,226.42,1.54
2021-01-08 10:00:00,2021-01-08 11:00:00,10169,Melton,22.175,19.12,5.142,32.146,209.757,2.023,212.34,1.79
2021-01-08 11:00:00,2021-01-08 12:00:00,10169,Melton,23.61,22.089,3.313,22.841,212.015,2.799,213.72,2.56
2021-01-08 12:00:00,2021-01-08 13:00:00,10169,Melton,24.631,25.719,6.714,18.919,190.675,3.425,191.39,3.15
2021-01-08 13:00:00,2021-01-08 14:00:00,10169,Melton,25.008,29.831,7.131,20.08,188.283,3.267,188.02,3.02
2021-01-08 14:00:00,2021-01-08 15:00:00,10169,Melton,25.317,31.84,4.244,15.001,163.926,4.385,162.93,4.13
2021-01-08 15:00:00,2021-01-08 16:00:00,10169,Melton,24.799,31.348,7.822,17.362,175.317,4.505,175.27,4.19
2021-01-08 16:00:00,2021-01-08 17:00:00,10169,Melton,24.203,28.751,8.748,16.894,169.584,4.29,168.84,4.07
2021-01-08 17:00:00,2021-01-08 18:00:00,10169,Melton,23.61,26.644,5.004,15.565,176.473,3.807,176.39,3.61
2021-01-08 18:00:00,2021-01-08 19:00:00,10169,Melton,22.27,20.405,7.76,14.675,191.892,3.452,192.77,3.32
2021-01-08 19:00:00,2021-01-08 20:00:00,10169,Melton,20.011,15.941,4.487,13.311,196.841,2.994,197.55,2.92
2021-01-08 20:00:00,2021-01-08 21:00:00,10169,Melton,18.201,12.549,4.691,13.854,219.38,2.168,220.03,2.09
2021-01-08 21:00:00,2021-01-08 22:00:00,10169,Melton,17.161,11.382,2.599,13.046,245.559,1.94,245.03,1.87
2021-01-08 22:00:00,2021-01-08 23:00:00,10169,Melton,16.437,9.601,-0.669,12.867,274.064,1.859,273.83,1.81
2021-01-08 23:00:00,2021-01-09 00:00:00,10169,Melton,15.908,10.12,4.643,14.15,265.968,1.91,265.44,1.85
2021-01-09 00:00:00,2021-01-09 01:00:00,10169,Melton,15.502,,6.211,13.299,279.965,1.843,279.59,1.78
2021-01-09 01:00:00,2021-01-09 02:00:00,10169,Melton,15.822,11.427,3.145,12.163,284.808,2.09,284.69,2.03
2021-01-09 02:00:00,2021-01-09 03:00:00,10169,Melton,16.115,12.105,6.404,12.793,274.606,2.17,274.6,2.08
2021-01-09 03:00:00,2021-01-09 04:00:00,10169,Melton,16.214,11.707,6.275,13.821,282.7,2.01,283.39,1.84
2021-01-09 04:00:00,2021-01-09 05:00:00,10169,Melton,16.064,9.681,5.854,9.108,327.75,2.265,329.15,2.22
2021-01-09 05:00:00,2021-01-09 06:00:00,10169,Melton,16.166,9.243,8.338,8.876,324.277,1.924,330.46,1.88
2021-01-09 06:00:00,2021-01-09 07:00:00,10169,Melton,16.943,11.932,7.187,20.268,215.087,1.174,351.87,1.03
2021-01-09 07:00:00,2021-01-09 08:00:00,10169,Melton,18.541,11.857,6.457,33.431,99.643,1.065,61.47,0.76
2021-01-09 08:00:00,2021-01-09 09:00:00,10169,Melton,20.97,14.526,8.721,41.931,201.587,0.946,193.29,0.49
2021-01-09 09:00:00,2021-01-09 10:00:00,10169,Melton,23.594,23.232,10.041,34.885,187.155,1.33,188.96,0.48
2021-01-09 10:00:00,2021-01-09 11:00:00,10169,Melton,26.322,30.795,7.372,45.397,191.172,1.228,5.51,0.13
2021-01-09 11:00:00,2021-01-09 12:00:00,10169,Melton,28.121,35.38,9.421,40.743,180.482,1.687,264.03,0.25
2021-01-09 12:00:00,2021-01-09 13:00:00,10169,Melton,29.235,37.463,10.688,31.575,201.248,2.459,199.9,2.06
2021-01-09 13:00:00,2021-01-09 14:00:00,10169,Melton,29.385,39.739,8.554,20.037,157.866,3.482,157.41,3.24
2021-01-09 14:00:00,2021-01-09 15:00:00,10169,Melton,29.018,42.76,11.557,18.108,158.223,3.9,156.77,3.66
2021-01-09 15:00:00,2021-01-09 16:00:00,10169,Melton,28.745,42.907,13.37,14.763,164.404,3.431,163.23,3.29
2021-01-09 16:00:00,2021-01-09 17:00:00,10169,Melton,28.597,43.663,9.584,16.257,159.093,3.522,157.47,3.36
2021-01-09 17:00:00,2021-01-09 18:00:00,10169,Melton,27.331,39.23,12.162,13.812,160.588,3.876,160.1,3.71
2021-01-09 18:00:00,2021-01-09 19:00:00,10169,Melton,25.881,32.304,10.311,12.974,168.662,3.519,167.42,3.3
2021-01-09 19:00:00,2021-01-09 20:00:00,10169,Melton,22.451,24.211,10.662,14.289,190.67,2.846,190.4,2.74
2021-01-09 20:00:00,2021-01-09 21:00:00,10169,Melton,19.953,17.944,6.133,12.988,217.921,2.094,216.07,1.93
2021-01-09 21:00:00,2021-01-09 22:00:00,10169,Melton,18.483,15.958,2.541,12.274,237.541,1.894,237.79,1.85
